Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
woule,would,we do have feuls the price of feuls also will increase year by year that ***mask*** make many people lost their desire of buying a car besides finding a parking space,W UH L,"['wool', 'would', 'wood', 'full', 'pull', 'wall', 'wal', 'waal', 'bull', 'while', 'weill', 'wile']","['would', 'woul', 'boule', 'soule', 'moule']","['waal', 'would', 'woul', 'wood', 'wool', 'moule', 'while', 'bull', 'full', 'wile', 'wal', 'boule', 'wall', 'pull', 'soule', 'weill']","['would', 'wile', 'while', 'wall', 'pull', 'bull', 'full', 'weill', 'wood', 'wool', 'waal', 'wal']","['would', 'moule', 'boule', 'woul', 'soule']","['would', 'wile', 'while', 'moule', 'boule', 'wall', 'woul', 'pull', 'bull', 'full', 'weill', 'wood', 'soule', 'wool', 'waal', 'wal']"
epecially,especially,selfs the commuting system could be much faster much safer and could save more money ***mask*** on holidays the freeways just like a huge parking space you have to waste much,IH P EH SH AH L IY,"['specially', 'initially', 'especially', 'specially', 'specials', 'partially', 'officially', 'eventually', 'especially', 'special']","['especially', 'specially']","['special', 'especially', 'initially', 'specials', 'specially', 'officially', 'eventually', 'partially']","['especially', 'specially', 'eventually', 'initially', 'partially', 'officially', 'special', 'specials']","['especially', 'specially']","['especially', 'specially', 'eventually', 'initially', 'partially', 'officially', 'special', 'specials']"
patiens,patient,more difficult than study in school he try many nre things such as helping the ***mask*** they only did some practices in the school but not for real patiens so it,P EY SH AH N Z,"['patients', 'patience', 'potions', 'passions', 'nations', 'patient', 'haitians', 'portions', 'orations', 'persians']","['pattens', 'patients', 'patient']","['orations', 'patients', 'patience', 'persians', 'nations', 'passions', 'potions', 'pattens', 'portions', 'patient', 'haitians']","['patients', 'patient', 'orations', 'nations', 'patience', 'passions', 'persians', 'haitians', 'portions', 'potions']","['patients', 'patient', 'pattens']","['patients', 'patient', 'orations', 'nations', 'pattens', 'patience', 'passions', 'persians', 'haitians', 'portions', 'potions']"
hostipal,hospital,homework so he did not worried about these things he started to go to some ***mask*** and see what going on in a real place not just in school he thinks,HH AA S T AH P AH L,"['hostages', 'hospital', 'hostels', 'obstacle', 'hostel', 'hostile']","['hospital', 'hostal']","['hostels', 'hostal', 'hostages', 'obstacle', 'hospital', 'hostile', 'hostel']","['hostels', 'hostel', 'hospital', 'obstacle', 'hostages', 'hostile']","['hospital', 'hostal']","['hostels', 'hostel', 'hospital', 'hostal', 'obstacle', 'hostages', 'hostile']"
folowings,following,ideas and concepts than to learn the facts instead and the reasons are as the ***mask*** first of all knowing the concepts and ideas can help young people understand the rules,F OW L OW IH NG Z,"['followings', 'mouldings', 'holdings', 'fillings', 'failings', 'feelings', 'filings', 'following', 'rollings', 'folding']",['followings'],"['fillings', 'following', 'filings', 'failings', 'rollings', 'folding', 'followings', 'mouldings', 'feelings', 'holdings']","['following', 'followings', 'feelings', 'fillings', 'mouldings', 'filings', 'failings', 'holdings', 'rollings', 'folding']",['followings'],"['following', 'followings', 'feelings', 'fillings', 'mouldings', 'filings', 'failings', 'holdings', 'rollings', 'folding']"
disinct,distinct,young people understand the rules of this world and see the common points exist between ***mask*** peope and things which gives them the basic point of view about the society they,D IH S IH NG K T,"['distinct', 'defunct', 'debunked', 'disliked', 'depict', 'desist', 'diskette', 'district', 'dissing']",['distinct'],"['defunct', 'debunked', 'district', 'disliked', 'depict', 'desist', 'diskette', 'distinct', 'dissing']","['debunked', 'dissing', 'distinct', 'district', 'desist', 'depict', 'defunct', 'diskette', 'disliked']",['distinct'],"['debunked', 'dissing', 'distinct', 'district', 'desist', 'depict', 'defunct', 'diskette', 'disliked']"
finnally,finally,concepts and ideas while the unpridictable facts are waiting for people to find by themselves ***mask*** not knowing the concepts of facts willl give the young people wrong direction for they,F IH N AH L IY,"['finally', 'finicky', 'finale', 'family', 'finley', 'finely', 'mentally', 'officially', 'fantasy', 'faintly']",['finally'],"['finely', 'finicky', 'faintly', 'finale', 'officially', 'fantasy', 'family', 'mentally', 'finally', 'finley']","['finally', 'family', 'mentally', 'officially', 'fantasy', 'faintly', 'finley', 'finale', 'finicky', 'finely']",['finally'],"['finally', 'family', 'mentally', 'officially', 'fantasy', 'faintly', 'finley', 'finale', 'finicky', 'finely']"
enumorous,numerous,knowing the world properly and quickly the second is that the so called facts are ***mask*** in this world and young people can not learn them all even in his whole,EH N UW M ER AH S,"['numerous', 'humorous', 'humerus', 'numeral']","['humorous', 'numerous']","['humerus', 'humorous', 'numeral', 'numerous']","['numerous', 'numeral', 'humerus', 'humorous']","['numerous', 'humorous']","['numerous', 'numeral', 'humerus', 'humorous']"
unpridictable,unpredictable,young people lose themselves the facts are the surface of concepts and ideas while the ***mask*** facts are waiting for people to find by themselves finnally not knowing the concepts of,AH N P R IH D IH K T AH B AH L,"['unpredictable', 'unpredictably', 'predictable']",['unpredictable'],"['predictable', 'unpredictable', 'unpredictably']","['unpredictable', 'unpredictably', 'predictable']",['unpredictable'],"['unpredictable', 'unpredictably', 'predictable']"
cinfuse,confuse,whole life there are always some spacial cases in each field of facts that will ***mask*** the young people who do not know the concepts and ideas of most of the,S IH N F Y UW Z,"['infuse', 'confuse', 'suffuse', 'refuse', 'diffuse', 'defuse', 'sinewy', 'nephews', 'infused']","['confuse', 'infuse']","['infused', 'infuse', 'defuse', 'sinewy', 'suffuse', 'diffuse', 'refuse', 'confuse', 'nephews']","['confuse', 'infuse', 'defuse', 'diffuse', 'refuse', 'suffuse', 'sinewy', 'nephews', 'infused']","['confuse', 'infuse']","['confuse', 'infuse', 'defuse', 'diffuse', 'refuse', 'suffuse', 'sinewy', 'nephews', 'infused']"
acutually,actually,topic right away without previewing or understanding the ideas it takes much more time to ***mask*** learn the facts form them for example if people previews their lessons before class they,AH K Y UW CH UW AH L IY,"['mutually', 'unusually']",['actually'],"['unusually', 'mutually', 'actually']","['mutually', 'unusually']",['actually'],"['actually', 'mutually', 'unusually']"
interestes,interested,and concepts than just learning the facts are more essential for students due the different ***mask*** understanding and efficiency people have different interestes in different areas therefore they focus on different,IH N T ER AH S T S,"['interests', 'interests', 'interests', 'interrupts', 'interests', 'interacts', 'internists', 'satirists', 'intersperse', 'injustice']","['interested', 'interests']","['interested', 'intersperse', 'injustice', 'satirists', 'interests', 'internists', 'interrupts', 'interacts']","['interests', 'intersperse', 'satirists', 'interacts', 'internists', 'interrupts', 'injustice']","['interests', 'interested']","['interests', 'interested', 'intersperse', 'satirists', 'interacts', 'internists', 'interrupts', 'injustice']"
rihgt,right,teacher is going to talking about therefore they can understand the concepts in the class ***mask*** away without taking another reviewing time later also during the class time they can ask,R IH JH T,"['ridged', 'rift', 'riffed', 'wrist', 'ripped', 'raged', 'revert', 'richer', 'reached', 'rigid']",['right'],"['riffed', 'wrist', 'rigid', 'reached', 'ridged', 'right', 'ripped', 'raged', 'revert', 'richer', 'rift']","['ripped', 'wrist', 'reached', 'rift', 'rigid', 'raged', 'richer', 'ridged', 'revert', 'riffed']",['right'],"['right', 'ripped', 'wrist', 'reached', 'rift', 'rigid', 'raged', 'richer', 'ridged', 'revert', 'riffed']"
towrads,towards,when people understand the ideas it is easier to learn and memorize them therefore understanding ***mask*** the ideas are required because it makes people think more and learn more time is,T AO R AH D Z,"['torrens', 'corridors', 'orators', 'torrance', 'towards', 'torrid', 'tirades', 'terrors', 'traumas', 'swords']",['towards'],"['torrid', 'corridors', 'orators', 'terrors', 'traumas', 'towards', 'swords', 'torrance', 'tirades', 'torrens']","['orators', 'towards', 'terrors', 'torrid', 'torrance', 'corridors', 'swords', 'traumas', 'torrens', 'tirades']",['towards'],"['orators', 'towards', 'terrors', 'torrid', 'torrance', 'corridors', 'swords', 'traumas', 'torrens', 'tirades']"
bicylce,bicycle,are the most convenient and easy means of travelling on roads compared to motorcycle or ***mask*** it is less dangerous and it could accommodate more passengers these qualities are equally important,B AY S IH L S,"['bacillus', 'biceps', 'basics', 'basis', 'baseless', 'bicyclists', 'lysis', 'icily', 'bassist', 'bicycle']",['bicycle'],"['bassist', 'basis', 'icily', 'baseless', 'lysis', 'bicycle', 'basics', 'biceps', 'bacillus', 'bicyclists']","['bicycle', 'bicyclists', 'bacillus', 'lysis', 'bassist', 'icily', 'basis', 'biceps', 'basics', 'baseless']",['bicycle'],"['bicycle', 'bicyclists', 'bacillus', 'lysis', 'bassist', 'icily', 'basis', 'biceps', 'basics', 'baseless']"
innovatives,innovative,world has grow on a rapid pace with fast development and high technology through the ***mask*** of scientists and engineers cars become part of our everyday life in my opinion the,IH N AH V EY T IH V Z,"['innovative', 'innovators', 'innovative', 'innovated', 'initiatives', 'innovating']",['innovative'],"['innovators', 'innovative', 'innovating', 'initiatives', 'innovated']","['initiatives', 'innovative', 'innovators', 'innovating', 'innovated']",['innovative'],"['initiatives', 'innovative', 'innovators', 'innovating', 'innovated']"
ponits,points,fast food life begins with good food in conclusion i admit that there are negative ***mask*** to young people the fear of unemployment hard work scarce resource consist it but they,P AA N AH T S,"['peanuts', 'peanuts', 'pockets', 'posits', 'prophets', 'punts', 'fonts', 'pints', 'promise', 'connoisseur']","['posits', 'points', 'ponies']","['peanuts', 'connoisseur', 'promise', 'pints', 'punts', 'pockets', 'points', 'posits', 'fonts', 'ponies', 'prophets']","['pockets', 'promise', 'prophets', 'peanuts', 'connoisseur', 'fonts', 'posits', 'pints', 'punts']","['points', 'ponies', 'posits']","['points', 'pockets', 'promise', 'prophets', 'peanuts', 'connoisseur', 'fonts', 'posits', 'ponies', 'pints', 'punts']"
explor,explore,anxious social climbers they may have little knowledge or even but they have desires to ***mask*** the new world unlike the old one who lives and thinks via his early learning,IH K S P L AO R,"['explore', 'explorer', 'explores', 'explored', 'explode', 'explain', 'expel', 'expire', 'express', 'implore']",['explore'],"['explores', 'explode', 'explain', 'explore', 'explorer', 'express', 'explored', 'expel', 'expire', 'implore']","['explore', 'explores', 'explored', 'explain', 'express', 'explode', 'explorer', 'expel', 'expire', 'implore']",['explore'],"['explore', 'explores', 'explored', 'explain', 'express', 'explode', 'explorer', 'expel', 'expire', 'implore']"
prssure,pressure,seem to be active and handsome they do not need to worry about the blood ***mask*** while taking delicious pizzar or other fast food life begins with good food in conclusion,P R AH SH UH R,"['prussia', 'brochure', 'reassure', 'prussian', 'assured', 'unsure', 'assure']",['pressure'],"['reassure', 'prussia', 'assure', 'prussian', 'brochure', 'pressure', 'unsure', 'assured']","['prussia', 'assure', 'prussian', 'brochure', 'reassure', 'assured', 'unsure']",['pressure'],"['pressure', 'prussia', 'assure', 'prussian', 'brochure', 'reassure', 'assured', 'unsure']"
pizzar,pizza,and handsome they do not need to worry about the blood prssure while taking delicious ***mask*** or other fast food life begins with good food in conclusion i admit that there,P IY T S AA R,"['pizza', 'pizzas', 'priests', 'pisano', 'tsar']","['pizzas', 'pizza']","['tsar', 'priests', 'pizza', 'pizzas', 'pisano']","['pizza', 'pizzas', 'priests', 'pisano', 'tsar']","['pizzas', 'pizza']","['pizza', 'pizzas', 'priests', 'pisano', 'tsar']"
entirly,entirely,i agree that young people enjoy life than old people this agreement is based ***mask*** on my own experience and common sense to demostrate what i believe i would,EH N T ER L IY,"['entry', 'elderly', 'enrollee', 'internee', 'entity', 'entity', 'entebbe', 'easterly', 'bitterly', 'entering']",['entirely'],"['elderly', 'enrollee', 'internee', 'bitterly', 'easterly', 'entity', 'entebbe', 'entirely', 'entry', 'entering']","['bitterly', 'entebbe', 'easterly', 'entry', 'entering', 'entity', 'elderly', 'enrollee', 'internee']",['entirely'],"['entirely', 'bitterly', 'entebbe', 'easterly', 'entry', 'entering', 'entity', 'elderly', 'enrollee', 'internee']"
varity,variety,healthy but they do not have interests to nice food they can buy a great ***mask*** of clothes but they do not have good look apart from their elders the young,V EH R IH T IY,"['verity', 'verity', 'charity', 'rarity', 'verdi', 'vanity', 'parity', 'rarity', 'merits', 'levity']","['verity', 'parity', 'variety', 'rarity', 'varsity', 'vanity']","['verity', 'parity', 'variety', 'rarity', 'verdi', 'levity', 'varsity', 'vanity', 'charity', 'merits']","['rarity', 'vanity', 'charity', 'parity', 'verity', 'merits', 'levity', 'verdi']","['variety', 'rarity', 'vanity', 'parity', 'verity', 'varsity']","['variety', 'rarity', 'vanity', 'charity', 'parity', 'verity', 'merits', 'varsity', 'levity', 'verdi']"
quikly,quickly,lot of new stuff to improve our live like if people want to go somewhere ***mask*** only thing they can do is running but after that they find out that horses,K W IH K L IY,"['quickly', 'quickie', 'quackery', 'prickly', 'whitley', 'slickly', 'quincy', 'clearly', 'quicken', 'quirky']","['quickly', 'quigly']","['slickly', 'quirky', 'quigly', 'clearly', 'quackery', 'quicken', 'prickly', 'quincy', 'whitley', 'quickie', 'quickly']","['quickly', 'quicken', 'quickie', 'clearly', 'slickly', 'quackery', 'prickly', 'quirky', 'whitley', 'quincy']","['quickly', 'quigly']","['quickly', 'quicken', 'quickie', 'clearly', 'slickly', 'quackery', 'prickly', 'quirky', 'quigly', 'whitley', 'quincy']"
opion,opinion,because so many successful people are everywhere in the world and people always have different ***mask*** about the successful people and what is the idea bout successful people some think they,OW P AY AH N,"['orion', 'open', 'opine', 'opium', 'orion', 'spine', 'epson', 'apron', 'upton', 'odeon']","['option', 'onion', 'orion', 'pion']","['option', 'pion', 'open', 'odeon', 'upton', 'onion', 'apron', 'opine', 'epson', 'opium', 'spine', 'orion']","['epson', 'orion', 'open', 'opine', 'odeon', 'upton', 'spine', 'opium', 'apron']","['option', 'pion', 'orion', 'onion']","['epson', 'option', 'pion', 'orion', 'onion', 'open', 'opine', 'odeon', 'upton', 'spine', 'opium', 'apron']"
micorwave,microwave,now or still running same as everything we have in our life now like redio ***mask*** they all the new things at we find to improve our live secondly trying new,M AY K AO R W EY V,['microwave'],['microwave'],['microwave'],['microwave'],['microwave'],['microwave']
confidense,confidence,things at we find to improve our live secondly trying new thing can increse your ***mask*** for example when you try to slove a math promblem and it is very hard,K AA N F AH D AH N S,"['confidence', 'confident', 'confidante', 'confidant', 'conference', 'conference', 'confluence', 'confidants', 'cognizance']",['confidence'],"['conference', 'confluence', 'confidence', 'confidants', 'confidant', 'cognizance', 'confidante', 'confident']","['confidence', 'confidants', 'confidant', 'confidante', 'confident', 'cognizance', 'conference', 'confluence']",['confidence'],"['confidence', 'confidants', 'confidant', 'confidante', 'confident', 'cognizance', 'conference', 'confluence']"
increse,increase,the new things at we find to improve our live secondly trying new thing can ***mask*** your confidense for example when you try to slove a math promblem and it is,IH N K R IY Z,"['increase', 'increase', 'incurs', 'inquiries', 'indies', 'enclose', 'entries', 'intros', 'encroach', 'injuries']",['increase'],"['enclose', 'encroach', 'indies', 'entries', 'incurs', 'increase', 'inquiries', 'injuries', 'intros']","['increase', 'enclose', 'encroach', 'intros', 'injuries', 'incurs', 'indies', 'inquiries', 'entries']",['increase'],"['increase', 'encroach', 'enclose', 'intros', 'injuries', 'incurs', 'indies', 'inquiries', 'entries']"
redio,radio,horses now or still running same as everything we have in our life now like ***mask*** micorwave they all the new things at we find to improve our live secondly trying,R EH D IY OW,"['radio', 'rodeo', 'readier', 'readied', 'readies', 'audio', 'eddies', 'ready', 'video', 'retro']","['regio', 'radio', 'redo', 'medio']","['rodeo', 'readier', 'video', 'regio', 'medio', 'radio', 'audio', 'readies', 'eddies', 'retro', 'ready', 'readied', 'redo']","['radio', 'audio', 'video', 'retro', 'eddies', 'ready', 'readier', 'readies', 'readied', 'rodeo']","['radio', 'redo', 'medio', 'regio']","['radio', 'redo', 'audio', 'video', 'retro', 'eddies', 'ready', 'medio', 'readier', 'readies', 'readied', 'regio', 'rodeo']"
promblem,problem,new thing can increse your confidense for example when you try to slove a math ***mask*** and it is very hard find the answer but you find out there is an,P R AA M B L AH M,"['problem', 'problems']",['problem'],"['problem', 'problems']","['problem', 'problems']",['problem'],"['problem', 'problems']"
slove,solve,live secondly trying new thing can increse your confidense for example when you try to ***mask*** a math promblem and it is very hard find the answer but you find out,S L AH V,"['slough', 'slave', 'slav', 'sleeve', 'slug', 'slum', 'sludge', 'olive', 'slush', 'glove']","['shove', 'slave', 'love', 'stove', 'glove', 'solve', 'sloe', 'slovo', 'slope', 'clove']","['slush', 'olive', 'slum', 'sludge', 'love', 'stove', 'glove', 'solve', 'slovo', 'clove', 'slav', 'shove', 'slug', 'slave', 'slough', 'slope', 'sleeve', 'sloe']","['slav', 'slush', 'slum', 'sludge', 'slough', 'slug', 'slave', 'sleeve', 'olive', 'glove']","['solve', 'love', 'clove', 'shove', 'slope', 'slovo', 'sloe', 'stove', 'slave', 'glove']","['solve', 'love', 'clove', 'shove', 'slope', 'slush', 'slav', 'sludge', 'slum', 'slough', 'sloe', 'slovo', 'stove', 'slug', 'slave', 'sleeve', 'olive', 'glove']"
relaxs,relax,travel is in a group led by a tour guide i think people traveling for ***mask*** and make self happy people work long time want to travel maybe with friends or,R IY L AE K S IH Z,"['relapses', 'relaxes', 'relaxing', 'relapses', 'relaxed', 'relaxing', 'relax']","['relays', 'relaxes', 'relax', 'relais']","['relaxes', 'relapses', 'relais', 'relays', 'relaxing', 'relax', 'relaxed']","['relaxes', 'relax', 'relaxing', 'relaxed', 'relapses']","['relaxes', 'relax', 'relais', 'relays']","['relaxes', 'relax', 'relaxing', 'relaxed', 'relapses', 'relais', 'relays']"
remantic,romantic,travel with my boy friend i want have spaces of us i want have a ***mask*** traveling however if we are traveling in a group led by a tour guide will,R IH M AE N T IH K,"['romantic', 'semantic', 'remanded', 'romantics', 'frantic', 'semantics', 'rheumatic', 'lymphatic', 'tympanic']","['semantic', 'romantic']","['frantic', 'romantic', 'semantics', 'semantic', 'lymphatic', 'romantics', 'tympanic', 'remanded', 'rheumatic']","['romantic', 'romantics', 'remanded', 'tympanic', 'lymphatic', 'frantic', 'rheumatic', 'semantics', 'semantic']","['romantic', 'semantic']","['romantic', 'romantics', 'remanded', 'tympanic', 'lymphatic', 'frantic', 'rheumatic', 'semantics', 'semantic']"
tourguide,tour guide,cheap people can do not every thing just follow in the group led by a ***mask*** but disadvantage is on free no choice people can not play and travel which they,T UH R G AY D,"['tried', 'triggered', 'triad', 'toured']",['tourguide'],"['triggered', 'triad', 'tried', 'tourguide', 'toured']","['triad', 'tried', 'toured', 'triggered']",['tourguide'],"['tourguide', 'triad', 'tried', 'toured', 'triggered']"
extramely,extremely,month of the winter season i was unhappy to find the the gas charge was ***mask*** higher than i expected i noticed from the televison advertisement that there was some kind,EH K S T R AH M L IY,['extremely'],['extremely'],['extremely'],['extremely'],['extremely'],['extremely']
peoducts,products,i was not told about the noise peoblem from the advertisements most advertisements definately make ***mask*** seem much better than they really are that is the use of the advertisements so,P IY AH D AH K T S,"['products', 'viaducts', 'predicts', 'conducts']",['products'],"['products', 'conducts', 'viaducts', 'predicts']","['products', 'conducts', 'predicts', 'viaducts']",['products'],"['products', 'conducts', 'predicts', 'viaducts']"
vacume,vacuum,you know the bad side of it for example there is a advertisement about a ***mask*** cleaner in the advertisement you are told that it is powerful easy to handle and,V AE K Y UW M,"['vacuum', 'vacuums', 'vacuumed', 'vacuous', 'evacuee', 'backroom', 'volume', 'valued', 'values', 'value']","['paume', 'vacate', 'value', 'vague', 'vacuums', 'acute', 'vaude', 'acme', 'acumen', 'evacuee', 'vacuumed', 'vacuole', 'vache', 'volume', 'vacuum']","['values', 'valued', 'vague', 'acme', 'vacuumed', 'backroom', 'vacuole', 'acumen', 'vacuums', 'vacate', 'paume', 'value', 'acute', 'vaude', 'evacuee', 'vache', 'volume', 'vacuum', 'vacuous']","['vacuumed', 'vacuums', 'vacuum', 'backroom', 'volume', 'evacuee', 'vacuous', 'value', 'valued', 'values']","['vacuumed', 'vacuums', 'vacuum', 'volume', 'paume', 'evacuee', 'vacate', 'vaude', 'vacuole', 'vache', 'value', 'acme', 'acumen', 'vague', 'acute']","['vacuumed', 'vacuums', 'vacuum', 'backroom', 'volume', 'paume', 'evacuee', 'vacuole', 'vacate', 'vacuous', 'vaude', 'vache', 'value', 'valued', 'acme', 'acumen', 'vague', 'values', 'acute']"
televison,television,find the the gas charge was extramely higher than i expected i noticed from the ***mask*** advertisement that there was some kind of heater seemd very good it was powerful good,T EH L IH V IH ZH AH N,"['television', 'televisions']",['television'],"['televisions', 'television']","['televisions', 'television']",['television'],"['televisions', 'television']"
peoblem,problem,store because it made a lot of noises i was not told about the noise ***mask*** from the advertisements most advertisements definately make peoducts seem much better than they really are,P IY AH B L AH M,"['pablum', 'problem']",['problem'],"['problem', 'pablum']","['problem', 'pablum']",['problem'],"['problem', 'pablum']"
futhermore,furthermore,cities to pursue their future only the elder and the children stay in their communities ***mask*** the governoment does not put in practice the education of how and why people should,F UH DH ER M AO R,['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore']
comuunities,communities,does not put in practice the education of how and why people should help their ***mask*** helping the communities looked dumb and unattractive for young people they do know to help,K AA M Y UW N IH T IY Z,"['communities', 'communities', 'community', 'immunities']",['communities'],"['communities', 'immunities', 'community']","['communities', 'community', 'immunities']",['communities'],"['communities', 'community', 'immunities']"
governoment,government,pursue their future only the elder and the children stay in their communities futhermore the ***mask*** does not put in practice the education of how and why people should help their,G AH V ER N OW M AH N T,"['government', 'governments']",['government'],"['government', 'governments']","['government', 'governments']",['government'],"['government', 'governments']"
endusiastically,enthusiastically,prosperous cities for example in some developed country such as taiwan and japan young people ***mask*** move to those grand cities to pursue their future only the elder and the children,IH N D UW Z IY AE S T IH K L IY,['enthusiastically'],['enthusiastically'],['enthusiastically'],['enthusiastically'],['enthusiastically'],['enthusiastically']
themselvies,themselves,people they do know to help their commuities can benefit the community whole society and ***mask*** as well thus the education authority should formulate a policy to demonstrate the young generations,DH EH M S EH L V IY Z,"['themselves', 'themselves']",['themselves'],['themselves'],['themselves'],['themselves'],['themselves']
facinated,fascinated,of all due to the flourishing media activities the grand and big cities are undoubtedly ***mask*** by young people they are eager to leave their home towns and build up their,F AE S AH N EY T IH D,"['fascinated', 'fascinated', 'fascinating', 'vacillated', 'fascinates', 'vaccinated', 'hyphenated', 'faceted', 'fascinate']",['fascinated'],"['fascinating', 'faceted', 'fascinate', 'hyphenated', 'fascinated', 'fascinates', 'vacillated', 'vaccinated']","['fascinated', 'fascinating', 'faceted', 'fascinate', 'fascinates', 'vacillated', 'vaccinated', 'hyphenated']",['fascinated'],"['fascinated', 'fascinating', 'faceted', 'fascinate', 'fascinates', 'vacillated', 'vaccinated', 'hyphenated']"
commuities,communities,the communities looked dumb and unattractive for young people they do know to help their ***mask*** can benefit the community whole society and themselvies as well thus the education authority should,K AH M Y UW AH T IY Z,"['communities', 'commuters', 'communities', 'commodities', 'community']",['communities'],"['communities', 'commodities', 'community', 'commuters']","['community', 'communities', 'commuters', 'commodities']",['communities'],"['community', 'communities', 'commuters', 'commodities']"
repite,repeat,likes to explore can learn more about something news than do the old things or ***mask*** same things people though the explore things you can find the thing which you never,R EH P IH T,"['separate', 'rapid', 'epic', 'wrapped', 'rapped', 'rapt', 'emmett', 'emmet', 'rabbit', 'spit']","['resite', 'recite', 'respite', 'repute']","['separate', 'emmet', 'rabbit', 'repute', 'wrapped', 'resite', 'epic', 'respite', 'rapid', 'rapt', 'spit', 'emmett', 'recite', 'rapped']","['separate', 'emmet', 'epic', 'rapid', 'spit', 'wrapped', 'rapt', 'rapped', 'rabbit', 'emmett']","['recite', 'resite', 'respite', 'repute']","['separate', 'recite', 'emmet', 'resite', 'respite', 'epic', 'rapid', 'spit', 'wrapped', 'rapped', 'rapt', 'rabbit', 'emmett', 'repute']"
expriense,experience,know everything if there is a man who knows everything it must be from his ***mask*** where can we get from yap try your best to try new things form it,IH K S P R IY EH N S,"['experience', 'express', 'expense']","['expense', 'experience']","['expense', 'experience', 'express']","['experience', 'express', 'expense']","['experience', 'expense']","['experience', 'express', 'expense']"
heathly,healthy,the knowledges are limits things you can though you explore eyes your hot heart your ***mask*** bodies to try to find to do the things which is fine is worth to,HH IY TH L IY,"['hurriedly', 'eagerly', 'hotly', 'homely', 'deathly', 'henley', 'harley', 'chiefly', 'neatly', 'measly']","['deathly', 'hoathly']","['measly', 'homely', 'chiefly', 'neatly', 'eagerly', 'harley', 'hoathly', 'deathly', 'hotly', 'henley', 'hurriedly']","['hotly', 'homely', 'eagerly', 'measly', 'deathly', 'hurriedly', 'harley', 'henley', 'chiefly', 'neatly']","['deathly', 'hoathly']","['hotly', 'homely', 'eagerly', 'measly', 'deathly', 'hoathly', 'hurriedly', 'harley', 'henley', 'chiefly', 'neatly']"
knowledges,knowledge,will love to the world because you find something which you do knew it called ***mask*** yeah the world is wonderful if you do not believe that the only things you,N AA L IH JH IH Z,"['colleges', 'villages', 'cottages', 'manages', 'vantages', 'knowledge', 'acknowledges']",['knowledges'],"['cottages', 'vantages', 'knowledge', 'knowledges', 'villages', 'acknowledges', 'colleges', 'manages']","['knowledge', 'cottages', 'villages', 'colleges', 'acknowledges', 'manages', 'vantages']",['knowledges'],"['knowledges', 'knowledge', 'cottages', 'villages', 'colleges', 'acknowledges', 'manages', 'vantages']"
truthly,truth,thing or few things more than others others may know others things than you in ***mask*** people learned things from books tvs newspapers computers etc so the knowledges are limits things,T R UW TH L IY,"['truly', 'crudely', 'toothy', 'shrewdly', 'ruefully', 'ruthless', 'trolley', 'trudy', 'rudely', 'cruelly']","['tritely', 'truth', 'truely', 'toughly', 'truly', 'tautly', 'truths']","['tritely', 'truely', 'truth', 'ruefully', 'trolley', 'rudely', 'truly', 'toughly', 'cruelly', 'toothy', 'ruthless', 'tautly', 'shrewdly', 'truths', 'crudely', 'trudy']","['cruelly', 'truly', 'crudely', 'shrewdly', 'trudy', 'trolley', 'rudely', 'toothy', 'ruefully', 'ruthless']","['truth', 'truths', 'truely', 'truly', 'toughly', 'tautly', 'tritely']","['truth', 'truths', 'truely', 'cruelly', 'truly', 'crudely', 'shrewdly', 'trudy', 'trolley', 'rudely', 'toughly', 'tautly', 'toothy', 'ruefully', 'tritely', 'ruthless']"
reconttion,recognition,such as tv new papers maginines also the more effecient way today internet what brand ***mask*** can do in a very competitive market today consumers always have a lot of different,R IY K AA N SH AH N,"['retention', 'rejection']","['recognition', 'recantation']","['retention', 'rejection', 'recognition', 'recantation']","['retention', 'rejection']","['recognition', 'recantation']","['recognition', 'retention', 'rejection', 'recantation']"
maginines,magazines,spend tredmendous of money in advertisement to build brand reconition such as tv new papers ***mask*** also the more effecient way today internet what brand reconttion can do in a very,M AE JH AH N AH N Z,"['mannequins', 'mansions', 'mandarins', 'imagines']","['magazines', 'imaginings', 'macinnes', 'maginnis']","['mansions', 'mandarins', 'magazines', 'mannequins', 'maginnis', 'imagines', 'imaginings', 'macinnes']","['imagines', 'mansions', 'mandarins', 'mannequins']","['magazines', 'macinnes', 'imaginings', 'maginnis']","['magazines', 'imagines', 'mansions', 'macinnes', 'imaginings', 'mandarins', 'mannequins', 'maginnis']"
quility,quality,the specifications of the merchant such as digital camara are all similar such as picture ***mask*** look features brand name will become a huge factor when consumers make their purchase descien,K W IH L AH T IY,"['quality', 'quilter', 'equality', 'quilts', 'agility', 'virility', 'ability', 'quilters', 'quilt', 'qualities']",['quality'],"['ability', 'quilters', 'virility', 'quilts', 'quilter', 'quilt', 'agility', 'qualities', 'equality', 'quality']","['quality', 'qualities', 'ability', 'equality', 'virility', 'quilters', 'quilts', 'quilter', 'quilt', 'agility']",['quality'],"['quality', 'qualities', 'ability', 'equality', 'virility', 'quilters', 'quilts', 'quilter', 'quilt', 'agility']"
