Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
availabilty,availability,in terms of limited ***mask*** concerning natural resources which,AH V EY L AH B IH L T IY,"['availability', 'availability', 'availabilities']",['availability'],"['availability', 'availabilities']","['availability', 'availabilities']",['availability'],"['availability', 'availabilities']"
peolpe,people,within the next 20 years ***mask*** will always find a way,P IY OW L P IY,"['parolee', 'parolees', 'poultry']",['people'],"['parolee', 'people', 'poultry', 'parolees']","['parolee', 'parolees', 'poultry']",['people'],"['people', 'parolee', 'parolees', 'poultry']"
limite,limited,or environment altough resources are ***mask*** and a growing number of,L IH M AY T,"['limit', 'limped', 'lemaitre', 'remote', 'linnet', 'lynette', 'termite', 'semite', 'lumped', 'luddite']","['limiter', 'limits', 'limit', 'limited']","['linnet', 'semite', 'limit', 'lumped', 'limits', 'limited', 'luddite', 'limped', 'lynette', 'termite', 'limiter', 'remote', 'lemaitre']","['remote', 'lynette', 'linnet', 'lumped', 'limit', 'termite', 'semite', 'luddite', 'limped', 'lemaitre']","['limited', 'limits', 'limiter', 'limit']","['limited', 'remote', 'limits', 'lynette', 'linnet', 'lumped', 'limit', 'limiter', 'termite', 'semite', 'luddite', 'limped', 'lemaitre']"
vehicales,vehicles,when these new generation of ***mask*** is available on the market,V IY HH IH K EY L Z,"['vehicles', 'vehicle', 'vehicles']",['vehicles'],"['vehicles', 'vehicle']","['vehicles', 'vehicle']",['vehicles'],"['vehicles', 'vehicle']"
technoligies,technologies,stay mobile mostly through new ***mask***,T EH K N AA L AH JH IY Z,"['technologies', 'technology', 'chronologies']",['technologies'],"['technologies', 'technology', 'chronologies']","['technologies', 'technology', 'chronologies']",['technologies'],"['technologies', 'technology', 'chronologies']"
freedome,freedom,which stood for love piece ***mask*** and helping eachother if one,F R IY D OW M,"['freedom', 'friedan', 'frito', 'frieda', 'freedoms', 'frodo', 'credo', 'freemen', 'freeman', 'friedman', 'freedman']","['freedom', 'freedoms']","['frieda', 'freedoms', 'friedman', 'friedan', 'freemen', 'freedman', 'frodo', 'credo', 'freeman', 'freedom', 'frito']","['freemen', 'freedom', 'credo', 'frodo', 'frito', 'freedman', 'frieda', 'friedan', 'freedoms', 'freeman', 'friedman']","['freedom', 'freedoms']","['freemen', 'freedom', 'credo', 'frodo', 'frito', 'freedman', 'frieda', 'friedan', 'freedoms', 'freeman', 'friedman']"
proccess,process,a search for identity this ***mask*** can be very overwhellming and,P R AA K S EH S,"['proxies', 'progress', 'praxis', 'process', 'princess', 'processor', 'process', 'proxy', 'products', 'processed']",['process'],"['products', 'processor', 'progress', 'proxy', 'praxis', 'process', 'proxies', 'princess', 'processed']","['process', 'progress', 'proxy', 'proxies', 'processed', 'processor', 'products', 'princess', 'praxis']",['process'],"['process', 'progress', 'proxy', 'proxies', 'processed', 'processor', 'products', 'princess', 'praxis']"
benifits,benefits,or old seek their own ***mask*** in situation children are being,B EH N IH F IH T S,"['benefits', 'benefit', 'befits']",['benefits'],"['befits', 'benefit', 'benefits']","['benefit', 'benefits', 'befits']",['benefits'],"['benefit', 'benefits', 'befits']"
communitie,community,mere thought about helping the ***mask*** young people nowadays do not,K AH M Y UW N IH T IY,"['community', 'community', 'communities', 'immunity', 'communities', 'communing', 'impunity']",['communities'],"['immunity', 'community', 'communities', 'communing', 'impunity']","['community', 'communities', 'communing', 'impunity', 'immunity']",['communities'],"['community', 'communities', 'communing', 'impunity', 'immunity']"
dismaid,dismayed,that what the romantic period ***mask*** logic and rational thinking the,D IH S M EY D,"['dismayed', 'dissuade', 'dismay', 'dismiss', 'dismaying', 'disarray', 'mislaid', 'degrade', 'discerned', 'disdain']","['dismal', 'discard', 'ismail', 'disdain', 'dismay', 'dismayed', 'mislaid', 'disband']","['disarray', 'discerned', 'dismiss', 'dismal', 'discard', 'disdain', 'ismail', 'dismay', 'disband', 'dismayed', 'degrade', 'mislaid', 'dismaying', 'dissuade']","['degrade', 'disdain', 'dismiss', 'disarray', 'dissuade', 'mislaid', 'discerned', 'dismay', 'dismayed', 'dismaying']","['disdain', 'dismal', 'disband', 'mislaid', 'discard', 'dismay', 'dismayed', 'ismail']","['degrade', 'disdain', 'dismiss', 'disarray', 'dissuade', 'dismal', 'disband', 'mislaid', 'discerned', 'discard', 'dismay', 'dismayed', 'dismaying', 'ismail']"
solemly,solely,their communities it is not ***mask*** their fault for they are,S OW L AH M L IY,"['solemnly', 'solidly', 'socially', 'glumly', 'solely']","['solemnly', 'solely']","['glumly', 'solely', 'solidly', 'solemnly', 'socially']","['solely', 'socially', 'solemnly', 'solidly', 'glumly']","['solely', 'solemnly']","['solely', 'socially', 'solemnly', 'solidly', 'glumly']"
instincs,instincts,of society and their natural ***mask*** in specific time periods of,IH N S T IH NG K S,"['instinct', 'instincts', 'extinct', 'distinct', 'stinks']","['instinct', 'instincts']","['distinct', 'instincts', 'instinct', 'stinks', 'extinct']","['instincts', 'instinct', 'extinct', 'distinct', 'stinks']","['instincts', 'instinct']","['instincts', 'instinct', 'extinct', 'distinct', 'stinks']"
opposits,opposite,if one would take the ***mask*** of the traits in that,AA P AH Z AH T S,"['opposites', 'opposite', 'posits', 'puppets', 'closets', 'plummets']","['opposite', 'opposites']","['plummets', 'posits', 'puppets', 'closets', 'opposite', 'opposites']","['opposites', 'opposite', 'posits', 'closets', 'plummets', 'puppets']","['opposite', 'opposites']","['opposites', 'opposite', 'posits', 'closets', 'plummets', 'puppets']"
overwhellming,overwhelming,this proccess can be very ***mask*** and often end negativly if,OW V ER W EH L M IH NG,"['overwhelming', 'overwhelming', 'overwhelms', 'overwhelmed', 'overselling', 'overwhelm', 'overwhelmingly', 'overwhelm']",['overwhelming'],"['overwhelmed', 'overwhelms', 'overwhelm', 'overwhelmingly', 'overwhelming', 'overselling']","['overwhelming', 'overwhelms', 'overwhelm', 'overwhelmed', 'overselling', 'overwhelmingly']",['overwhelming'],"['overwhelming', 'overwhelms', 'overwhelm', 'overwhelmed', 'overselling', 'overwhelmingly']"
cherrished,cherished,the period of enlightment which ***mask*** exactly that what the romantic,CH EH R IH SH T,"['cherished', 'perished', 'cherish', 'relished', 'cherishes', 'cherishing', 'chariot', 'fairest', 'charity', 'parish', 'parrish', 'perish']",['cherished'],"['parrish', 'perished', 'charity', 'cherished', 'cherishes', 'chariot', 'relished', 'cherish', 'parish', 'perish', 'cherishing', 'fairest']","['perish', 'perished', 'fairest', 'relished', 'cherished', 'cherishes', 'cherish', 'cherishing', 'parrish', 'charity', 'chariot', 'parish']",['cherished'],"['perish', 'perished', 'fairest', 'relished', 'cherished', 'cherishes', 'cherish', 'cherishing', 'parrish', 'charity', 'chariot', 'parish']"
adolesensce,adolescence,this period of time these ***mask*** try to find a reason,AE D OW L S EH N S,['adolescence'],['adolescence'],['adolescence'],['adolescence'],['adolescence'],['adolescence']
negativly,negatively,very overwhellming and often end ***mask*** if not spend enough time,N EH G AH T IH V L IY,"['negatively', 'negativity', 'relatively', 'negatives', 'negative']",['negatively'],"['negativity', 'negatives', 'negatively', 'negative', 'relatively']","['negatively', 'negative', 'negatives', 'relatively', 'negativity']",['negatively'],"['negatively', 'negative', 'negatives', 'relatively', 'negativity']"
adultry,adultery,of transition between childhood and ***mask*** hormones are swirling through the,AH D AH L T R IY,"['adultery', 'adults', 'adulterer', 'sultry', 'ulterior', 'doubletree', 'adult']",['adultery'],"['sultry', 'adults', 'doubletree', 'adult', 'adulterer', 'adultery', 'ulterior']","['adult', 'adulterer', 'adults', 'ulterior', 'adultery', 'doubletree', 'sultry']",['adultery'],"['adult', 'adulterer', 'adults', 'ulterior', 'adultery', 'doubletree', 'sultry']"
opposit,opposite,today are going into the ***mask*** directions their parents had gone,AA P AH Z AH T,"['opposite', 'operant', 'opposites', 'posit', 'puzzle', 'puppet', 'operas', 'closet', 'plummet']",['opposite'],"['opposites', 'operas', 'operant', 'plummet', 'closet', 'puppet', 'posit', 'opposite', 'puzzle']","['opposites', 'opposite', 'puppet', 'closet', 'puzzle', 'operant', 'posit', 'plummet', 'operas']",['opposite'],"['opposites', 'opposite', 'puppet', 'closet', 'puzzle', 'operant', 'posit', 'plummet', 'operas']"
romanticiscm,romanticism,and example would be the ***mask*** which saw emotions and fantasy,R OW M AE N T AH S IH S IH M,['romanticism'],['romanticism'],['romanticism'],['romanticism'],['romanticism'],['romanticism']
enphasises,emphasises,salinger in that novel it ***mask*** the importance of teenagers to,EH N F AH S AY Z IH Z,"['emphasizes', 'emphasizing', 'fantasizes']",['emphasises'],"['fantasizes', 'emphasises', 'emphasizing', 'emphasizes']","['emphasizes', 'emphasizing', 'fantasizes']",['emphasises'],"['emphasizes', 'emphasises', 'emphasizing', 'fantasizes']"
engergy,energy,for instance to use solar ***mask*** to run different cars this,EH NG G ER JH IY,['energy'],['energy'],['energy'],['energy'],['energy'],['energy']
everbodz,everbody,some skills called soft skills ***mask*** should have and which is,EH V ER B AA D Z,[''],['everybody'],['everybody'],[''],['everybody'],['everybody']
pedagogics,pedagogic,knowledge about didactics psychology and ***mask*** because he must be able,P EH D AH G AA JH IH K S,['pedagogical'],"['pedagogies', 'pedagogic']","['pedagogical', 'pedagogic', 'pedagogies']",['pedagogical'],"['pedagogic', 'pedagogies']","['pedagogical', 'pedagogic', 'pedagogies']"
translater,translator,is searching for a new ***mask*** for english it does not,T R AE N S L EY T ER,"['translator', 'translator', 'translate', 'translates', 'translates', 'translate', 'translators', 'transmitter', 'translated', 'translating']","['translator', 'translated', 'translate', 'translates']","['transmitter', 'translators', 'translating', 'translates', 'translator', 'translated', 'translate']","['translator', 'translate', 'translating', 'transmitter', 'translated', 'translators', 'translates']","['translator', 'translate', 'translated', 'translates']","['translator', 'translate', 'translating', 'transmitter', 'translated', 'translators', 'translates']"
acedamic,academic,which is more important that ***mask*** knowledge being able to work,AE S AH D AE M IH K,['academic'],"['academic', 'ceramic']","['academic', 'ceramic']",['academic'],"['academic', 'ceramic']","['academic', 'ceramic']"
disadvantagable,disadvantageous,only one subject could be ***mask*** because it is always important,D IH S AH D V AE N T AH G AH B AH L,[''],['disadvantagable'],['disadvantagable'],[''],['disadvantagable'],['disadvantagable']
communties,communities,a hundred years ago the ***mask*** where much smaller than these,K AA M Y AH N T IY Z,['communist'],['communities'],"['communist', 'communities']",['communist'],['communities'],"['communities', 'communist']"
happyness,happiness,old offers me plenty of ***mask*** it will be different though,HH AE P IY N AH S,"['happiness', 'hairiness', 'holiness', 'hapless', 'happiest']",['happiness'],"['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']","['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']",['happiness'],"['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']"
joyfull,joyful,much but it can be ***mask*** to remember to i think,JH OY F AH L,"['joyful', 'joyfully', 'foible', 'woeful', 'jekyll', 'duffel', 'jackal', 'jostle', 'juggle', 'jiggle']","['joyful', 'joyfully']","['joyful', 'duffel', 'jackal', 'jekyll', 'woeful', 'jostle', 'juggle', 'foible', 'jiggle', 'joyfully']","['joyful', 'joyfully', 'jackal', 'foible', 'woeful', 'juggle', 'jostle', 'jekyll', 'duffel', 'jiggle']","['joyful', 'joyfully']","['joyful', 'joyfully', 'jackal', 'foible', 'woeful', 'juggle', 'jostle', 'jekyll', 'duffel', 'jiggle']"
desperatly,desperately,young guy who is so ***mask*** in love that he is,D EH S P R AH T L IY,"['desperately', 'desperately', 'separately']",['desperately'],"['desperately', 'separately']","['desperately', 'separately']",['desperately'],"['desperately', 'separately']"
acquiered,acquired,learned a lot already and ***mask*** some wisdom they see life,AH K W AY ER D,"['acquired', 'acquirer', 'acquires', 'required', 'acquirers', 'require', 'acquire', 'require', 'inquired', 'acquiring']",['acquired'],"['acquires', 'require', 'inquired', 'acquiring', 'acquired', 'acquirers', 'acquire', 'required', 'acquirer']","['acquired', 'required', 'acquires', 'acquirers', 'acquire', 'acquirer', 'acquiring', 'require', 'inquired']",['acquired'],"['acquired', 'required', 'acquires', 'acquirers', 'acquire', 'acquirer', 'acquiring', 'require', 'inquired']"
expierences,experiences,used to be but the ***mask*** they made and what they,EH K S P IY EH R AH N S AH Z,[''],['experiences'],['experiences'],[''],['experiences'],['experiences']
themselfes,themselves,youth and to make experiences ***mask*** older people are more likely,DH EH M S EH L F S,['themselves'],['themselves'],['themselves'],['themselves'],['themselves'],['themselves']
investition,investigation,big starting amount this big ***mask*** does not guarantee the profit,IH N V EH S T IH SH AH N,['infestation'],"['investigation', 'infestation']","['infestation', 'investigation']",['infestation'],"['infestation', 'investigation']","['infestation', 'investigation']"
homecountry,home country,car ready and leave your ***mask*** but this unfortunately is luxuary,HH OW M K AW N T R IY,[''],['homecountry'],['homecountry'],[''],['homecountry'],['homecountry']
pollutions,pollution,the amount of gas that ***mask*** the air everyday every minute,P AH L UW SH AH N Z,"['solutions', 'pollution', 'aleutians', 'petitions', 'positions', 'possessions', 'pollutant', 'allusions', 'solution', 'appalachians', 'appellations']",['pollutions'],"['petitions', 'solutions', 'pollution', 'aleutians', 'pollutant', 'possessions', 'solution', 'appellations', 'allusions', 'pollutions', 'appalachians', 'positions']","['pollution', 'petitions', 'positions', 'solutions', 'pollutant', 'possessions', 'allusions', 'aleutians', 'appalachians', 'solution', 'appellations']",['pollutions'],"['pollution', 'pollutions', 'petitions', 'positions', 'solutions', 'pollutant', 'possessions', 'allusions', 'aleutians', 'appalachians', 'solution', 'appellations']"
techniqual,technical,future although there are several ***mask*** developments and inventions it be,T EH K N IY K W AH L,"['technical', 'technicolor']","['techniques', 'technical', 'technique']","['technical', 'technique', 'technicolor', 'techniques']","['technical', 'technicolor']","['technical', 'techniques', 'technique']","['technical', 'technicolor', 'techniques', 'technique']"
luxuary,luxury,homecountry but this unfortunately is ***mask*** especially in times like this,L AH G ZH W EH R IY,[''],['luxury'],['luxury'],[''],['luxury'],['luxury']
futhermore,furthermore,to a greater knowledge again ***mask*** a good and wide knowledge,F UH DH ER M AO R,['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore']
interestings,interesting,they will also discover new ***mask*** like the museum theatre read,IH N T R AH S T IH NG Z,"['entrusting', 'interesting']",['interesting'],"['entrusting', 'interesting']","['interesting', 'entrusting']",['interesting'],"['interesting', 'entrusting']"
conrary,contrary,rather logical others on the ***mask*** argue that some facts are,K AH N R EH R IY,"['country', 'contrary', 'canary', 'confetti', 'contrary', 'unwary', 'urinary', 'canaries']","['contrary', 'corrary']","['unwary', 'country', 'corrary', 'canary', 'contrary', 'urinary', 'confetti', 'canaries']","['contrary', 'country', 'unwary', 'urinary', 'canaries', 'confetti', 'canary']","['contrary', 'corrary']","['contrary', 'country', 'unwary', 'urinary', 'canaries', 'confetti', 'corrary', 'canary']"
fondation,foundation,a weak material for the ***mask*** of a house but that,F AA N D EY SH AH N,"['foundation', 'carnation', 'foundations', 'federation', 'moderation']",['fondation'],"['foundations', 'federation', 'carnation', 'foundation', 'moderation', 'fondation']","['foundation', 'foundations', 'federation', 'carnation', 'moderation']",['fondation'],"['foundation', 'foundations', 'federation', 'carnation', 'moderation', 'fondation']"
necessarly,necessary,argue that some facts are ***mask*** to understand a certain idea,N EH S AH S AA R L IY,"['necessarily', 'necessary']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']"
honnnest,honest,build a house to be ***mask*** i believe that there has,HH AA N N AH S T,"['harnessed', 'harshness', 'hardness', 'harshest', 'harvest', 'hardest', 'fondest', 'harness', 'hottest', 'pianist']","['honest', 'bonniest']","['hardest', 'hottest', 'harshest', 'harness', 'pianist', 'harshness', 'fondest', 'harnessed', 'hardness', 'honest', 'harvest', 'bonniest']","['fondest', 'harshest', 'harshness', 'hardness', 'hardest', 'harvest', 'harness', 'harnessed', 'pianist', 'hottest']","['honest', 'bonniest']","['honest', 'fondest', 'harshest', 'harshness', 'bonniest', 'hardness', 'hardest', 'harvest', 'harness', 'harnessed', 'pianist', 'hottest']"
openminded,open minded,situation because they are not ***mask*** but caught by their thoughts,OW P AH N M AY N D IH D,[''],['open-minded'],['open-minded'],[''],['open-minded'],['open-minded']
lerning,learning,lot of them argue that ***mask*** facts have nothing to do,L ER N IH NG,"['learning', 'lining', 'loaning', 'leaning', 'yearning', 'lurching', 'turning', 'lurking', 'burning', 'ironing']","['learning', 'leaning']","['lurching', 'learning', 'loaning', 'yearning', 'lurking', 'lining', 'burning', 'leaning', 'ironing', 'turning']","['learning', 'burning', 'ironing', 'turning', 'lurking', 'lurching', 'loaning', 'leaning', 'lining', 'yearning']","['learning', 'leaning']","['learning', 'burning', 'ironing', 'turning', 'lurking', 'lurching', 'loaning', 'leaning', 'lining', 'yearning']"
dicussed,discussed,actually a topic which is ***mask*** by a lot of students,D AY K AH S T,"['direst', 'darkest', 'decorous', 'deepest', 'dorcas', 'tightest', 'dreyfus', 'divest', 'digest', 'digest']",['discussed'],"['darkest', 'discussed', 'tightest', 'digest', 'decorous', 'deepest', 'dreyfus', 'divest', 'direst', 'dorcas']","['digest', 'dorcas', 'deepest', 'tightest', 'darkest', 'divest', 'dreyfus', 'direst', 'decorous']",['discussed'],"['discussed', 'digest', 'dorcas', 'deepest', 'tightest', 'darkest', 'divest', 'dreyfus', 'direst', 'decorous']"
dicussion,discussion,ground as soon as a ***mask*** becomes more detailed finally i,D IH K AH SH AH N,"['discussion', 'addiction', 'diction', 'devotion', 'dixon', 'dickson', 'percussion', 'demotion', 'desertion', 'fiction']",['discussion'],"['dickson', 'dixon', 'percussion', 'fiction', 'discussion', 'addiction', 'devotion', 'demotion', 'diction', 'desertion']","['discussion', 'fiction', 'desertion', 'demotion', 'diction', 'devotion', 'addiction', 'dixon', 'percussion', 'dickson']",['discussion'],"['discussion', 'fiction', 'desertion', 'demotion', 'diction', 'devotion', 'addiction', 'dixon', 'percussion', 'dickson']"
rarley,rarely,of a person and are ***mask*** needed in one future job,R AA R L IY,"['ali', 'ollie', 'rarely', 'marley', 'gnarly', 'raleigh', 'orly', 'charlie', 'charley', 'harley']","['radley', 'earley', 'rawley', 'warley', 'parley', 'varley', 'harley', 'arley', 'rarely', 'barley', 'marley', 'farley', 'darley']","['rawley', 'earley', 'charlie', 'varley', 'harley', 'ali', 'ollie', 'barley', 'marley', 'orly', 'darley', 'radley', 'warley', 'parley', 'charley', 'arley', 'rarely', 'farley', 'raleigh', 'gnarly']","['orly', 'rarely', 'gnarly', 'charlie', 'charley', 'marley', 'ali', 'ollie', 'raleigh', 'harley']","['rarely', 'farley', 'radley', 'warley', 'rawley', 'barley', 'marley', 'arley', 'parley', 'darley', 'varley', 'earley', 'harley']","['orly', 'rarely', 'farley', 'radley', 'warley', 'gnarly', 'charlie', 'rawley', 'charley', 'barley', 'marley', 'arley', 'parley', 'ali', 'darley', 'ollie', 'varley', 'earley', 'raleigh', 'harley']"
miscellainious,miscellaneous,can elevate your understanding of ***mask*** issues at third understanding ideas,M IH S AH L EY N IY AH S,"['miscellaneous', 'miscellany']",['miscellaneous'],"['miscellaneous', 'miscellany']","['miscellaneous', 'miscellany']",['miscellaneous'],"['miscellaneous', 'miscellany']"
simultanouesly,simultaneously,your mind and challenges it ***mask*** you are much more likely,S IH M AH L T AH N UW AH S L IY,[''],['simultaneously'],['simultaneously'],[''],['simultaneously'],['simultaneously']
interdisciplinar,interdisciplinary,and corresponding points in an ***mask*** matter and thus you are,IH N T ER D IH S AH P L AH N ER,[''],['interdisciplinary'],['interdisciplinary'],[''],['interdisciplinary'],['interdisciplinary']
konwledge,knowledge,good to have a broad ***mask*** later in life because than,K AA N W L EH JH,[''],['knowledge'],['knowledge'],[''],['knowledge'],['knowledge']
specalized,specialized,is good to have a ***mask*** knowledge because you are different,S P EH K AH L AY Z D,"['specialized', 'sterilized', 'specialize', 'speckled']",['specialized'],"['specialize', 'speckled', 'specialized', 'sterilized']","['specialize', 'specialized', 'speckled', 'sterilized']",['specialized'],"['specialize', 'specialized', 'speckled', 'sterilized']"
mzy,my,the broad knowledge but in ***mask*** opinion it is still better,EH M Z IY,"['emcee', 'empty', 'emory', 'emery', 'ramsey', 'ramsay', 'emptier', 'elsie', 'emmy', 'ember']","['my', 'm.y', 'may', 'muy', 'mz', 'mazy', 'moy']","['my', 'elsie', 'ramsey', 'empty', 'm.y', 'may', 'emery', 'muy', 'mz', 'emory', 'emmy', 'emptier', 'mazy', 'moy', 'emcee', 'ember', 'ramsay']","['ramsey', 'empty', 'emptier', 'emcee', 'ember', 'ramsay', 'elsie', 'emmy', 'emory', 'emery']","['my', 'mazy', 'm.y', 'mz', 'muy', 'moy', 'may']","['my', 'mazy', 'm.y', 'mz', 'muy', 'ramsey', 'empty', 'moy', 'may', 'emptier', 'emcee', 'ember', 'ramsay', 'elsie', 'emmy', 'emory', 'emery']"
opionion,opinion,in my ***mask*** this statement that it,OW P IY OW N IY AH N,[''],['opinion'],['opinion'],[''],['opinion'],['opinion']
thez,they,that people change the towns ***mask*** are living in quite often,DH EH Z,"['those', 'these', 'thous', 'their', 'there\', ""they\'ll"", \'them', 'then', 'chez', 'says']","['they', 'thes', 'thea', 'the', 'ther', 'chez', 'theo', 'then', 'thee', 'them']","['they\'ll"", \'thes', 'the', 'thea', 'chez', 'ther', 'theo', 'then', 'thee', 'thous', 'them', 'these', 'they', 'there', 'their', 'says', 'those']","['they\'ll"", \'their', 'them', 'those', 'these', 'there', 'then', 'thous', 'chez', 'says']","['they', 'them', 'thes', 'the', 'thea', 'ther', 'then', 'theo', 'chez', 'thee']","['they\', ""they\'ll"", \'their', 'them', 'those', 'thes', 'the', 'thea', 'ther', 'these', 'there', 'then', 'thous', 'theo', 'chez', 'says', 'thee']"
devellop,develop,often the children can not ***mask*** a close relationship to their,D IH V EH L AH P,"['develop', 'developed', 'developer', 'develops', 'envelop', 'developing', 'developers', 'redevelop']",['develop'],"['developing', 'develop', 'developed', 'envelop', 'developers', 'develops', 'developer', 'redevelop']","['develop', 'developed', 'developing', 'develops', 'developers', 'envelop', 'developer', 'redevelop']",['develop'],"['develop', 'developed', 'developing', 'develops', 'developers', 'envelop', 'developer', 'redevelop']"
frinds,friends,or to go out with ***mask*** or to help an old,F R AY N D Z,"['fronds', 'friends', 'grinds', 'fends', 'funds', 'fiends', 'binds', 'kinds', 'grinders', 'minds']","['grinds', 'finds', 'fronds', 'rinds', 'friends']","['funds', 'grinds', 'finds', 'fiends', 'fends', 'binds', 'grinders', 'fronds', 'kinds', 'rinds', 'friends', 'minds']","['friends', 'kinds', 'minds', 'funds', 'fronds', 'fiends', 'fends', 'binds', 'grinds', 'grinders']","['friends', 'rinds', 'fronds', 'finds', 'grinds']","['friends', 'kinds', 'minds', 'funds', 'rinds', 'fronds', 'finds', 'fiends', 'fends', 'binds', 'grinds', 'grinders']"
preferes,prefers,a young boy whether he ***mask*** spending his time playing football,P R AH F IH R Z,"['prefers', 'puffins', 'premieres', 'premiers', 'pioneers', 'professes', 'reappears']",['prefers'],"['prefers', 'professes', 'premiers', 'reappears', 'puffins', 'pioneers', 'premieres']","['prefers', 'reappears', 'pioneers', 'puffins', 'professes', 'premieres', 'premiers']",['prefers'],"['prefers', 'reappears', 'pioneers', 'puffins', 'professes', 'premieres', 'premiers']"
sociaty,society,help we live in a ***mask*** that supplies having fun i,S OW SH AH T IY,"['socially', 'sanity', 'slutty', 'social', 'solely', 'smutty', 'paucity', 'subtly', 'poetry', 'surety']",['society'],"['sanity', 'solely', 'society', 'social', 'paucity', 'poetry', 'socially', 'smutty', 'subtly', 'slutty', 'surety']","['social', 'sanity', 'poetry', 'socially', 'solely', 'surety', 'smutty', 'paucity', 'slutty', 'subtly']",['society'],"['society', 'social', 'sanity', 'poetry', 'socially', 'solely', 'surety', 'smutty', 'paucity', 'slutty', 'subtly']"
propper,proper,put the dates in a ***mask*** order because you know the,P R AA P ER,"['proper', 'proffer', 'pop', 'cropper', 'pauper', 'props', 'propped', 'dropper', 'papa', 'poppa']","['dropper', 'prosper', 'propter', 'cropper', 'propped', 'popper', 'proper']","['pauper', 'dropper', 'poppa', 'props', 'prosper', 'pop', 'propter', 'papa', 'cropper', 'proffer', 'propped', 'popper', 'proper']","['proper', 'cropper', 'propped', 'dropper', 'poppa', 'pop', 'props', 'papa', 'proffer', 'pauper']","['proper', 'cropper', 'propped', 'dropper', 'prosper', 'popper', 'propter']","['proper', 'cropper', 'propped', 'dropper', 'prosper', 'poppa', 'pop', 'popper', 'props', 'papa', 'propter', 'proffer', 'pauper']"
necessarly,necessary,helpful later on but not ***mask*** to sum up facts and,N EH S AH S AA R L IY,"['necessarily', 'necessary']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']"
empasis,emphasis,got their place but the ***mask*** should lie on the ideas,EH M P AH S AH S,"['emphasis', 'impetus', 'empson', 'pegasus', 'genesis']",['emphasis'],"['pegasus', 'impetus', 'genesis', 'empson', 'emphasis']","['emphasis', 'empson', 'impetus', 'pegasus', 'genesis']",['emphasis'],"['emphasis', 'empson', 'impetus', 'pegasus', 'genesis']"
devloped,developed,of the way the communism ***mask*** and the ideas differed are,D IH V L OW P T,"['developed', 'develop', 'devote']",['developed'],"['devote', 'develop', 'developed']","['developed', 'develop', 'devote']",['developed'],"['developed', 'develop', 'devote']"
seperat,seperate,money to buy the advertisment ***mask*** if you want to have,S EH P ER AE T,"['separate', 'separate', 'separate', 'spat', 'separates', 'stepped', 'splat', 'sceptre', 'septa', 'separates']",['seperate'],"['splat', 'separate', 'seperate', 'separates', 'stepped', 'sceptre', 'septa', 'spat']","['splat', 'sceptre', 'separate', 'spat', 'separates', 'stepped', 'septa']",['seperate'],"['splat', 'sceptre', 'separate', 'spat', 'separates', 'stepped', 'seperate', 'septa']"
explaint,explain,the best or functional to ***mask*** it in a clear way,IH K S P L EY N T,"['explained', 'explains', 'explain', 'explaining', 'complaint', 'displaced', 'misplaced']","['explain\'"", \'explains', 'explain']","['explain\'"", \'explains', 'explain', 'displaced', 'explaining', 'misplaced', 'explained', 'complaint']","['explain', 'explained', 'explaining', 'explains', 'misplaced', 'complaint', 'displaced']","['explain\'"", \'explain', 'explains']","['explain\'"", \'explain', 'explained', 'explaining', 'explains', 'misplaced', 'complaint', 'displaced']"
specilization,specialization,on educating their employees hence ***mask*** if choosen in a smart,S P EH S AH L AH Z EY SH AH N,"['specialization', 'sterilization']",['specialization'],"['specialization', 'sterilization']","['specialization', 'sterilization']",['specialization'],"['specialization', 'sterilization']"
ressource,resource,amount of a non renewable ***mask*** or it can be the,R EH S AO R S,"['resource', 'rests', 'remorse', 'resort', 'recourse', 'outsource', 'resorts', 'racehorse', 'sorts', 'enforce']",['resource'],"['resorts', 'racehorse', 'enforce', 'remorse', 'rests', 'resort', 'resource', 'outsource', 'sorts', 'recourse']","['resource', 'resort', 'racehorse', 'recourse', 'rests', 'enforce', 'sorts', 'resorts', 'remorse', 'outsource']",['resource'],"['resource', 'resort', 'racehorse', 'recourse', 'rests', 'enforce', 'sorts', 'resorts', 'remorse', 'outsource']"
competetive,competitive,they can to be as ***mask*** and influencial as they are,K AA M P AH T IH T IH V,"['competitive', 'competent']",['competitive'],"['competent', 'competitive']","['competitive', 'competent']",['competitive'],"['competitive', 'competent']"
