Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
technoligies,technologies,next 20 years peolpe will always find a way to stay mobile mostly through new ***mask***,T EH K N AA L AH JH IY Z,"['technologies', 'technology', 'chronologies']",['technologies'],"['technologies', 'technology', 'chronologies']","['technologies', 'technology', 'chronologies']",['technologies'],"['technologies', 'technology', 'chronologies']"
freedome,freedom,their parents had gone many of these parents were hippies which stood for love piece ***mask*** and helping eachother if one would take the opposits of the traits in that movement,F R IY D OW M,"['freedom', 'friedan', 'frito', 'frieda', 'freedoms', 'frodo', 'credo', 'freemen', 'freeman', 'friedman', 'freedman']","['freedom', 'freedoms']","['frieda', 'freedoms', 'friedman', 'friedan', 'freemen', 'freedman', 'frodo', 'credo', 'freeman', 'freedom', 'frito']","['freemen', 'freedom', 'credo', 'frodo', 'frito', 'frieda', 'friedan', 'freedman', 'freedoms', 'freeman', 'friedman']","['freedom', 'freedoms']","['freemen', 'freedom', 'credo', 'frodo', 'frito', 'frieda', 'friedan', 'freedman', 'freedoms', 'freeman', 'friedman']"
proccess,process,try to find a reason to their existence resulting in a search for identity this ***mask*** can be very overwhellming and often end negativly if not spend enough time on this,P R AA K S EH S,"['proxies', 'progress', 'praxis', 'process', 'princess', 'processor', 'process', 'proxy', 'products', 'processed']",['process'],"['products', 'processor', 'progress', 'proxy', 'praxis', 'process', 'proxies', 'princess', 'processed']","['process', 'progress', 'proxies', 'praxis', 'processed', 'processor', 'princess', 'products', 'proxy']",['process'],"['process', 'progress', 'proxies', 'praxis', 'processed', 'processor', 'princess', 'products', 'proxy']"
benifits,benefits,in is a capitalistic era and people in general young or old seek their own ***mask*** in situation children are being brought up to think with a capitalistic mind it is,B EH N IH F IH T S,"['benefits', 'benefit', 'befits']",['benefits'],"['befits', 'benefit', 'benefits']","['benefit', 'befits', 'benefits']",['benefits'],"['benefit', 'befits', 'benefits']"
communitie,community,today are like this way of thinking also excludes the mere thought about helping the ***mask*** young people nowadays do not give enough time to helping their communities it is not,K AH M Y UW N IH T IY,"['community', 'community', 'communities', 'immunity', 'communities', 'communing', 'impunity']",['communities'],"['immunity', 'community', 'communities', 'communing', 'impunity']","['communities', 'community', 'communing', 'immunity', 'impunity']",['communities'],"['communities', 'community', 'communing', 'immunity', 'impunity']"
dismaid,dismayed,a countermovement to the period of enlightment which cherrished exactly that what the romantic period ***mask*** logic and rational thinking the young peple of today are going into the opposit directions,D IH S M EY D,"['dismayed', 'dissuade', 'dismay', 'dismiss', 'dismaying', 'disarray', 'mislaid', 'degrade', 'discerned', 'disdain']","['dismal', 'discard', 'ismail', 'disdain', 'dismay', 'dismayed', 'mislaid', 'disband']","['disarray', 'discerned', 'dismiss', 'dismal', 'discard', 'disdain', 'ismail', 'dismay', 'disband', 'dismayed', 'degrade', 'mislaid', 'dismaying', 'dissuade']","['degrade', 'disarray', 'dissuade', 'mislaid', 'dismiss', 'disdain', 'discerned', 'dismay', 'dismayed', 'dismaying']","['dismal', 'disband', 'mislaid', 'disdain', 'discard', 'dismay', 'dismayed', 'ismail']","['degrade', 'disarray', 'dissuade', 'dismal', 'disband', 'mislaid', 'dismiss', 'disdain', 'discerned', 'discard', 'dismay', 'dismayed', 'dismaying', 'ismail']"
solemly,solely,young people nowadays do not give enough time to helping their communities it is not ***mask*** their fault for they are a product of society and their natural instincs in specific,S OW L AH M L IY,"['solemnly', 'solidly', 'socially', 'glumly', 'solely']","['solemnly', 'solely']","['glumly', 'solely', 'solidly', 'solemnly', 'socially']","['solely', 'socially', 'glumly', 'solidly', 'solemnly']","['solely', 'solemnly']","['solely', 'socially', 'glumly', 'solidly', 'solemnly']"
instincs,instincts,is not solemly their fault for they are a product of society and their natural ***mask*** in specific time periods of their life,IH N S T IH NG K S,"['instinct', 'instincts', 'extinct', 'distinct', 'stinks']","['instinct', 'instincts']","['distinct', 'instincts', 'instinct', 'stinks', 'extinct']","['instincts', 'instinct', 'extinct', 'stinks', 'distinct']","['instincts', 'instinct']","['instincts', 'instinct', 'extinct', 'stinks', 'distinct']"
opposits,opposite,hippies which stood for love piece freedome and helping eachother if one would take the ***mask*** of the traits in that movement it would make the young people of today ignorant,AA P AH Z AH T S,"['opposites', 'opposite', 'posits', 'puppets', 'closets', 'plummets']","['opposite', 'opposites']","['plummets', 'posits', 'puppets', 'closets', 'opposite', 'opposites']","['opposites', 'opposite', 'plummets', 'posits', 'puppets', 'closets']","['opposite', 'opposites']","['opposites', 'opposite', 'plummets', 'posits', 'puppets', 'closets']"
overwhellming,overwhelming,reason to their existence resulting in a search for identity this proccess can be very ***mask*** and often end negativly if not spend enough time on this has often been the,OW V ER W EH L M IH NG,"['overwhelming', 'overwhelming', 'overwhelms', 'overwhelmed', 'overselling', 'overwhelm', 'overwhelmingly', 'overwhelm']",['overwhelming'],"['overwhelmed', 'overwhelms', 'overwhelm', 'overwhelmingly', 'overwhelming', 'overselling']","['overwhelming', 'overwhelms', 'overwhelm', 'overwhelmed', 'overselling', 'overwhelmingly']",['overwhelming'],"['overwhelming', 'overwhelms', 'overwhelm', 'overwhelmed', 'overselling', 'overwhelmingly']"
cherrished,cherished,than logic and rational thinking this was a countermovement to the period of enlightment which ***mask*** exactly that what the romantic period dismaid logic and rational thinking the young peple of,CH EH R IH SH T,"['cherished', 'perished', 'cherish', 'relished', 'cherishes', 'cherishing', 'chariot', 'fairest', 'charity', 'parish', 'parrish', 'perish']",['cherished'],"['parrish', 'perished', 'charity', 'cherished', 'cherishes', 'chariot', 'relished', 'cherish', 'parish', 'perish', 'cherishing', 'fairest']","['perished', 'perish', 'fairest', 'relished', 'cherished', 'cherishes', 'cherish', 'cherishing', 'charity', 'parrish', 'parish', 'chariot']",['cherished'],"['perished', 'perish', 'fairest', 'relished', 'cherished', 'cherishes', 'cherish', 'cherishing', 'charity', 'parrish', 'parish', 'chariot']"
adolesensce,adolescence,know there is also often a sence of loss during this period of time these ***mask*** try to find a reason to their existence resulting in a search for identity this,AE D OW L S EH N S,['adolescence'],['adolescence'],['adolescence'],['adolescence'],['adolescence'],['adolescence']
negativly,negatively,resulting in a search for identity this proccess can be very overwhellming and often end ***mask*** if not spend enough time on this has often been the topic of literature one,N EH G AH T IH V L IY,"['negatively', 'negativity', 'relatively', 'negatives', 'negative']",['negatively'],"['negativity', 'negatives', 'negatively', 'negative', 'relatively']","['negatively', 'negative', 'negatives', 'relatively', 'negativity']",['negatively'],"['negatively', 'negative', 'negatives', 'relatively', 'negativity']"
adultry,adultery,away any focus on aiding the community during these years of transition between childhood and ***mask*** hormones are swirling through the bodies of these people they seek new things and try,AH D AH L T R IY,"['adultery', 'adults', 'adulterer', 'sultry', 'ulterior', 'doubletree', 'adult']",['adultery'],"['sultry', 'adults', 'doubletree', 'adult', 'adulterer', 'adultery', 'ulterior']","['adult', 'adulterer', 'adults', 'ulterior', 'adultery', 'doubletree', 'sultry']",['adultery'],"['adult', 'adulterer', 'adults', 'ulterior', 'adultery', 'doubletree', 'sultry']"
opposit,opposite,period dismaid logic and rational thinking the young peple of today are going into the ***mask*** directions their parents had gone many of these parents were hippies which stood for love,AA P AH Z AH T,"['opposite', 'operant', 'opposites', 'posit', 'puzzle', 'puppet', 'operas', 'closet', 'plummet']",['opposite'],"['opposites', 'operas', 'operant', 'plummet', 'closet', 'puppet', 'posit', 'opposite', 'puzzle']","['opposites', 'opposite', 'puzzle', 'puppet', 'closet', 'operant', 'plummet', 'operas', 'posit']",['opposite'],"['opposites', 'opposite', 'puzzle', 'puppet', 'closet', 'operant', 'plummet', 'operas', 'posit']"
romanticiscm,romanticism,countermovement this can already be seen far back in history and example would be the ***mask*** which saw emotions and fantasy more important than logic and rational thinking this was a,R OW M AE N T AH S IH S IH M,['romanticism'],['romanticism'],['romanticism'],['romanticism'],['romanticism'],['romanticism']
enphasises,emphasises,this would be the novel catcher in the rye by salinger in that novel it ***mask*** the importance of teenagers to work on themselves and develope to ensure a safe ending,EH N F AH S AY Z IH Z,"['emphasizes', 'emphasizing', 'fantasizes']",['emphasises'],"['fantasizes', 'emphasises', 'emphasizing', 'emphasizes']","['emphasizes', 'emphasizing', 'fantasizes']",['emphasises'],"['emphasizes', 'emphasises', 'emphasizing', 'fantasizes']"
engergy,energy,should invest in the discovery of new ways of transportation for instance to use solar ***mask*** to run different cars this is why i only partly agree with the statement if,EH NG G ER JH IY,['energy'],['energy'],['energy'],['energy'],['energy'],['energy']
everbodz,everbody,to handle students in a appropriate way additionally there are some skills called soft skills ***mask*** should have and which is more important that acedamic knowledge being able to work in,EH V ER B AA D Z,[''],['everybody'],['everybody'],[''],['everybody'],['everybody']
pedagogics,pedagogic,to speak english very well a teacher should also have knowledge about didactics psychology and ***mask*** because he must be able to teach to communicate and to handle students in a,P EH D AH G AA JH IH K S,['pedagogical'],"['pedagogies', 'pedagogic']","['pedagogical', 'pedagogic', 'pedagogies']",['pedagogical'],"['pedagogic', 'pedagogies']","['pedagogical', 'pedagogic', 'pedagogies']"
translater,translator,several ones you are less good at if a company is searching for a new ***mask*** for english it does not help that an applicant is also able to speak french,T R AE N S L EY T ER,"['translator', 'translator', 'translate', 'translates', 'translates', 'translate', 'translators', 'transmitter', 'translated', 'translating']","['translator', 'translated', 'translate', 'translates']","['transmitter', 'translators', 'translating', 'translates', 'translator', 'translated', 'translate']","['translator', 'translate', 'translating', 'translators', 'translated', 'translates', 'transmitter']","['translator', 'translate', 'translated', 'translates']","['translator', 'translate', 'translating', 'translators', 'translated', 'translates', 'transmitter']"
acedamic,academic,are some skills called soft skills everbodz should have and which is more important that ***mask*** knowledge being able to work in a team is a good example it does not,AE S AH D AE M IH K,['academic'],"['academic', 'ceramic']","['academic', 'ceramic']",['academic'],"['academic', 'ceramic']","['academic', 'ceramic']"
disadvantagable,disadvantageous,good but i am also quite sure that specializing on only one subject could be ***mask*** because it is always important to be interested in and to have skills except your,D IH S AH D V AE N T AH G AH B AH L,[''],['disadvantagable'],['disadvantagable'],[''],['disadvantagable'],['disadvantagable']
communties,communities,take a short look at the society in earlier times a hundred years ago the ***mask*** where much smaller than these days 300 years ago there was no supermarket in small,K AA M Y AH N T IY Z,['communist'],['communities'],"['communist', 'communities']",['communist'],['communities'],"['communities', 'communist']"
happyness,happiness,still believe that the future in wich i will be old offers me plenty of ***mask*** it will be different though i am quite sure it depends on every single person,HH AE P IY N AH S,"['happiness', 'hairiness', 'holiness', 'hapless', 'happiest']",['happiness'],"['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']","['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']",['happiness'],"['happiness', 'hairiness', 'hapless', 'happiest', 'holiness']"
joyfull,joyful,better most of the old people miss their youth very much but it can be ***mask*** to remember to i think you should enjoy every age but as the youth is,JH OY F AH L,"['joyful', 'joyfully', 'foible', 'woeful', 'jekyll', 'duffel', 'jackal', 'jostle', 'juggle', 'jiggle']","['joyful', 'joyfully']","['joyful', 'duffel', 'jackal', 'jekyll', 'woeful', 'jostle', 'juggle', 'foible', 'jiggle', 'joyfully']","['joyful', 'joyfully', 'jackal', 'woeful', 'juggle', 'foible', 'jostle', 'jekyll', 'duffel', 'jiggle']","['joyful', 'joyfully']","['joyful', 'joyfully', 'jackal', 'woeful', 'juggle', 'foible', 'jostle', 'jekyll', 'duffel', 'jiggle']"
desperatly,desperately,mind is stronger a old man laughs about this childish young guy who is so ***mask*** in love that he is not able to eat or to think because he can,D EH S P R AH T L IY,"['desperately', 'desperately', 'separately']",['desperately'],"['desperately', 'separately']","['desperately', 'separately']",['desperately'],"['desperately', 'separately']"
acquiered,acquired,full of hope older people on the other hand have learned a lot already and ***mask*** some wisdom they see life and certain things like love less complicated they had their,AH K W AY ER D,"['acquired', 'acquirer', 'acquires', 'required', 'acquirers', 'require', 'acquire', 'require', 'inquired', 'acquiring']",['acquired'],"['acquires', 'require', 'inquired', 'acquiring', 'acquired', 'acquirers', 'acquire', 'required', 'acquirer']","['acquires', 'acquirers', 'acquire', 'acquirer', 'require', 'acquired', 'acquiring', 'required', 'inquired']",['acquired'],"['acquires', 'acquirers', 'acquire', 'acquirer', 'require', 'acquired', 'acquiring', 'required', 'inquired']"
expierences,experiences,and weak so maybe their bodys are not what they used to be but the ***mask*** they made and what they have learned about life and about themselfes helps them to,EH K S P IY EH R AH N S AH Z,[''],['experiences'],['experiences'],[''],['experiences'],['experiences']
themselfes,themselves,healthier and full of power and strength to live their youth and to make experiences ***mask*** older people are more likely to get sick and to feel tired and weak so,DH EH M S EH L F S,['themselves'],['themselves'],['themselves'],['themselves'],['themselves'],['themselves']
investition,investigation,on the other side a really new idea needs a big starting amount this big ***mask*** does not guarantee the profit and the success this of course could then open a,IH N V EH S T IH SH AH N,['infestation'],"['investigation', 'infestation']","['infestation', 'investigation']",['infestation'],"['infestation', 'investigation']","['infestation', 'investigation']"
homecountry,home country,independent if you want to go on vacation get your car ready and leave your ***mask*** but this unfortunately is luxuary especially in times like this when is as high as,HH OW M K AW N T R IY,[''],['homecountry'],['homecountry'],[''],['homecountry'],['homecountry']
pollutions,pollution,to spend all your loan on gas would it furthermore the amount of gas that ***mask*** the air everyday every minute exactly every second is still rising and does seem to,P AH L UW SH AH N Z,"['solutions', 'pollution', 'aleutians', 'petitions', 'positions', 'possessions', 'pollutant', 'allusions', 'solution', 'appalachians', 'appellations']",['pollutions'],"['petitions', 'solutions', 'pollution', 'aleutians', 'pollutant', 'possessions', 'solution', 'appellations', 'allusions', 'pollutions', 'appalachians', 'positions']","['pollution', 'petitions', 'pollutant', 'allusions', 'positions', 'solutions', 'possessions', 'aleutians', 'appalachians', 'solution', 'appellations']",['pollutions'],"['pollution', 'pollutions', 'petitions', 'pollutant', 'allusions', 'positions', 'solutions', 'possessions', 'aleutians', 'appalachians', 'solution', 'appellations']"
techniqual,technical,is still rising and does seem to get less in future although there are several ***mask*** developments and inventions it be a problem and influences the environment a lot what will,T EH K N IY K W AH L,"['technical', 'technicolor']","['techniques', 'technical', 'technique']","['technical', 'technique', 'technicolor', 'techniques']","['technical', 'technicolor']","['technical', 'techniques', 'technique']","['technical', 'technicolor', 'techniques', 'technique']"
luxuary,luxury,go on vacation get your car ready and leave your homecountry but this unfortunately is ***mask*** especially in times like this when is as high as it has never been before,L AH G ZH W EH R IY,[''],['luxury'],['luxury'],[''],['luxury'],['luxury']
futhermore,furthermore,it develop your logical thinking and this point will lead to a greater knowledge again ***mask*** a good and wide knowledge will rest you a live time and i think the,F UH DH ER M AO R,['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore'],['furthermore']
interestings,interesting,know about academic subject there life becomes more interesting and they will also discover new ***mask*** like the museum theatre read the newspaper books etc this will make your world more,IH N T R AH S T IH NG Z,"['entrusting', 'interesting']",['interesting'],"['entrusting', 'interesting']","['interesting', 'entrusting']",['interesting'],"['interesting', 'entrusting']"
conrary,contrary,that is nothing one have to learn but what is rather logical others on the ***mask*** argue that some facts are necessarly to understand a certain idea my favourite example is,K AH N R EH R IY,"['country', 'contrary', 'canary', 'confetti', 'contrary', 'unwary', 'urinary', 'canaries']","['contrary', 'corrary']","['unwary', 'country', 'corrary', 'canary', 'contrary', 'urinary', 'confetti', 'canaries']","['contrary', 'country', 'canaries', 'unwary', 'confetti', 'urinary', 'canary']","['contrary', 'corrary']","['contrary', 'country', 'canaries', 'unwary', 'confetti', 'corrary', 'urinary', 'canary']"
fondation,foundation,engineer should understand that he is not allowed to use a weak material for the ***mask*** of a house but that he rather has to choose a strong material one can,F AA N D EY SH AH N,"['foundation', 'carnation', 'foundations', 'federation', 'moderation']",['fondation'],"['foundations', 'federation', 'carnation', 'foundation', 'moderation', 'fondation']","['foundation', 'foundations', 'carnation', 'federation', 'moderation']",['fondation'],"['foundation', 'foundations', 'carnation', 'federation', 'moderation', 'fondation']"
necessarly,necessary,learn but what is rather logical others on the conrary argue that some facts are ***mask*** to understand a certain idea my favourite example is that an engineer who finished his,N EH S AH S AA R L IY,"['necessarily', 'necessary']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']"
honnnest,honest,components can be used to construct a machine or to build a house to be ***mask*** i believe that there has to be something in between i know a lot of,HH AA N N AH S T,"['harnessed', 'harshness', 'hardness', 'harshest', 'harvest', 'hardest', 'fondest', 'harness', 'hottest', 'pianist']","['honest', 'bonniest']","['hardest', 'hottest', 'harshest', 'harness', 'pianist', 'harshness', 'fondest', 'harnessed', 'hardness', 'honest', 'harvest', 'bonniest']","['harshest', 'harshness', 'harness', 'harnessed', 'fondest', 'hardness', 'harvest', 'hardest', 'pianist', 'hottest']","['honest', 'bonniest']","['honest', 'harshest', 'harshness', 'harness', 'harnessed', 'fondest', 'hardness', 'harvest', 'hardest', 'bonniest', 'pianist', 'hottest']"
openminded,open minded,of the trees they have problems to analyse a new situation because they are not ***mask*** but caught by their thoughts on the other hand i know quite a few students,OW P AH N M AY N D IH D,[''],['open-minded'],['open-minded'],[''],['open-minded'],['open-minded']
lerning,learning,a lot of students i know year after year a lot of them argue that ***mask*** facts have nothing to do with the intelligence of a person and are rarley needed,L ER N IH NG,"['learning', 'lining', 'loaning', 'leaning', 'yearning', 'lurching', 'turning', 'lurking', 'burning', 'ironing']","['learning', 'leaning']","['lurching', 'learning', 'loaning', 'yearning', 'lurking', 'lining', 'burning', 'leaning', 'ironing', 'turning']","['learning', 'ironing', 'lurking', 'turning', 'burning', 'leaning', 'lurching', 'loaning', 'lining', 'yearning']","['learning', 'leaning']","['learning', 'ironing', 'lurking', 'turning', 'burning', 'leaning', 'lurching', 'loaning', 'lining', 'yearning']"
dicussed,discussed,that is actually a topic which is ***mask*** by a lot of students i know year after year a lot of them,D AY K AH S T,"['direst', 'darkest', 'decorous', 'deepest', 'dorcas', 'tightest', 'dreyfus', 'divest', 'digest', 'digest']",['discussed'],"['darkest', 'discussed', 'tightest', 'digest', 'decorous', 'deepest', 'dreyfus', 'divest', 'direst', 'dorcas']","['dorcas', 'digest', 'darkest', 'deepest', 'divest', 'tightest', 'direst', 'dreyfus', 'decorous']",['discussed'],"['discussed', 'dorcas', 'digest', 'darkest', 'deepest', 'divest', 'tightest', 'direst', 'dreyfus', 'decorous']"
dicussion,discussion,situation properly and give a good answer nevertheless they lose ground as soon as a ***mask*** becomes more detailed finally i have to say that i do not agree with that,D IH K AH SH AH N,"['discussion', 'addiction', 'diction', 'devotion', 'dixon', 'dickson', 'percussion', 'demotion', 'desertion', 'fiction']",['discussion'],"['dickson', 'dixon', 'percussion', 'fiction', 'discussion', 'addiction', 'devotion', 'demotion', 'diction', 'desertion']","['discussion', 'fiction', 'diction', 'demotion', 'desertion', 'devotion', 'addiction', 'dixon', 'percussion', 'dickson']",['discussion'],"['discussion', 'fiction', 'diction', 'demotion', 'desertion', 'devotion', 'addiction', 'dixon', 'percussion', 'dickson']"
rarley,rarely,that lerning facts have nothing to do with the intelligence of a person and are ***mask*** needed in one future job to a certain degree i agree with their opinion because,R AA R L IY,"['ali', 'ollie', 'rarely', 'marley', 'gnarly', 'raleigh', 'orly', 'charlie', 'charley', 'harley']","['radley', 'earley', 'rawley', 'warley', 'parley', 'varley', 'harley', 'arley', 'rarely', 'barley', 'marley', 'farley', 'darley']","['rawley', 'earley', 'charlie', 'varley', 'harley', 'ali', 'ollie', 'barley', 'marley', 'orly', 'darley', 'radley', 'warley', 'parley', 'charley', 'arley', 'rarely', 'farley', 'raleigh', 'gnarly']","['rarely', 'orly', 'charlie', 'gnarly', 'marley', 'harley', 'raleigh', 'charley', 'ollie', 'ali']","['rarely', 'farley', 'barley', 'rawley', 'radley', 'warley', 'varley', 'marley', 'arley', 'harley', 'parley', 'darley', 'earley']","['rarely', 'farley', 'orly', 'barley', 'rawley', 'radley', 'warley', 'charlie', 'gnarly', 'varley', 'marley', 'arley', 'harley', 'parley', 'raleigh', 'charley', 'darley', 'earley', 'ollie', 'ali']"
miscellainious,miscellaneous,to gain quicker insight into new fields or topics this can elevate your understanding of ***mask*** issues at third understanding ideas and concepts may constitute the basis and platform for vital,M IH S AH L EY N IY AH S,"['miscellaneous', 'miscellany']",['miscellaneous'],"['miscellaneous', 'miscellany']","['miscellaneous', 'miscellany']",['miscellaneous'],"['miscellaneous', 'miscellany']"
simultanouesly,simultaneously,go along with the traffic ideas secondly understanding ideas broadens your mind and challenges it ***mask*** you are much more likely to see connecting and corresponding points in an interdisciplinar matter,S IH M AH L T AH N UW AH S L IY,[''],['simultaneously'],['simultaneously'],[''],['simultaneously'],['simultaneously']
interdisciplinar,interdisciplinary,it simultanouesly you are much more likely to see connecting and corresponding points in an ***mask*** matter and thus you are able to gain quicker insight into new fields or topics,IH N T ER D IH S AH P L AH N ER,[''],['interdisciplinary'],['interdisciplinary'],[''],['interdisciplinary'],['interdisciplinary']
konwledge,knowledge,on it gets more and more complex maybe it is good to have a broad ***mask*** later in life because than you can expand on more fields for example in your,K AA N W L EH JH,[''],['knowledge'],['knowledge'],[''],['knowledge'],['knowledge']
specalized,specialized,poeple to work on the machines at this point it is good to have a ***mask*** knowledge because you are different form all the others who are looking for a job,S P EH K AH L AY Z D,"['specialized', 'sterilized', 'specialize', 'speckled']",['specialized'],"['specialize', 'speckled', 'specialized', 'sterilized']","['specialize', 'specialized', 'speckled', 'sterilized']",['specialized'],"['specialize', 'specialized', 'speckled', 'sterilized']"
mzy,my,but the best solution is to balance the specific and the broad knowledge but in ***mask*** opinion it is still better to have a specialized knowledge before you have a broad,EH M Z IY,"['emcee', 'empty', 'emory', 'emery', 'ramsey', 'ramsay', 'emptier', 'elsie', 'emmy', 'ember']","['my', 'm.y', 'may', 'muy', 'mz', 'mazy', 'moy']","['my', 'elsie', 'ramsey', 'empty', 'm.y', 'may', 'emery', 'muy', 'mz', 'emory', 'emmy', 'emptier', 'mazy', 'moy', 'emcee', 'ember', 'ramsay']","['ramsey', 'empty', 'emptier', 'emcee', 'ember', 'ramsay', 'elsie', 'emmy', 'emory', 'emery']","['my', 'mazy', 'm.y', 'mz', 'muy', 'may', 'moy']","['my', 'mazy', 'm.y', 'mz', 'muy', 'ramsey', 'may', 'empty', 'moy', 'emptier', 'emcee', 'ember', 'ramsay', 'elsie', 'emmy', 'emory', 'emery']"
opionion,opinion,in my ***mask*** this statement that it is better to have broad knowledge of many academic subjects,OW P IY OW N IY AH N,[''],['opinion'],['opinion'],[''],['opinion'],['opinion']
thez,they,close relationship to their communities on reason for this is that people change the towns ***mask*** are living in quite often for example if parents find an other jod in an,DH EH Z,"['those', 'these', 'thous', 'their', 'there\', ""they\'ll"", \'them', 'then', 'chez', 'says']","['they', 'thes', 'thea', 'the', 'ther', 'chez', 'theo', 'then', 'thee', 'them']","['they\'ll"", \'thes', 'the', 'thea', 'chez', 'ther', 'theo', 'then', 'thee', 'thous', 'them', 'these', 'they', 'there', 'their', 'says', 'those']","['their', 'those', 'these', 'chez', 'thous', 'then', 'says', 'there\', ""they\'ll"", \'them']","['they', 'them', 'thes', 'the', 'thea', 'ther', 'then', 'theo', 'chez', 'thee']","['they', 'them', 'their', 'those', 'these', 'the', 'there', 'chez', 'thous', 'then', 'ther', 'thee', 'theo', 'thea', 'says', 'they\'ll"", \'thes']"
devellop,develop,and the whole familiy will move away if this happens often the children can not ***mask*** a close relationship to their communities for this reason young people do not give enough,D IH V EH L AH P,"['develop', 'developed', 'developer', 'develops', 'envelop', 'developing', 'developers', 'redevelop']",['develop'],"['developing', 'develop', 'developed', 'envelop', 'developers', 'develops', 'developer', 'redevelop']","['develop', 'developed', 'developing', 'develops', 'envelop', 'developers', 'developer', 'redevelop']",['develop'],"['develop', 'developed', 'developing', 'develops', 'envelop', 'developers', 'developer', 'redevelop']"
frinds,friends,young boy whether he preferes spending his time playing football or to go out with ***mask*** or to help an old woman he will surely answer that he likes to play,F R AY N D Z,"['fronds', 'friends', 'grinds', 'fends', 'funds', 'fiends', 'binds', 'kinds', 'grinders', 'minds']","['grinds', 'finds', 'fronds', 'rinds', 'friends']","['funds', 'grinds', 'finds', 'fiends', 'fends', 'binds', 'grinders', 'fronds', 'kinds', 'rinds', 'friends', 'minds']","['friends', 'fronds', 'kinds', 'fiends', 'funds', 'minds', 'fends', 'binds', 'grinds', 'grinders']","['friends', 'fronds', 'finds', 'rinds', 'grinds']","['friends', 'fronds', 'kinds', 'fiends', 'funds', 'finds', 'rinds', 'minds', 'fends', 'binds', 'grinds', 'grinders']"
preferes,prefers,people want to have fun in their if you ask a young boy whether he ***mask*** spending his time playing football or to go out with frinds or to help an,P R AH F IH R Z,"['prefers', 'puffins', 'premieres', 'premiers', 'pioneers', 'professes', 'reappears']",['prefers'],"['prefers', 'professes', 'premiers', 'reappears', 'puffins', 'pioneers', 'premieres']","['prefers', 'reappears', 'pioneers', 'puffins', 'professes', 'premieres', 'premiers']",['prefers'],"['prefers', 'reappears', 'pioneers', 'puffins', 'professes', 'premieres', 'premiers']"
sociaty,society,surely answer that he likes to play rather than to help we live in a ***mask*** that supplies having fun i believe that this is an other reason why young people,S OW SH AH T IY,"['socially', 'sanity', 'slutty', 'social', 'solely', 'smutty', 'paucity', 'subtly', 'poetry', 'surety']",['society'],"['sanity', 'solely', 'society', 'social', 'paucity', 'poetry', 'socially', 'smutty', 'subtly', 'slutty', 'surety']","['social', 'sanity', 'poetry', 'solely', 'socially', 'surety', 'smutty', 'paucity', 'subtly', 'slutty']",['society'],"['society', 'social', 'sanity', 'poetry', 'solely', 'socially', 'surety', 'smutty', 'paucity', 'subtly', 'slutty']"
propper,proper,why and you do not know the date you can put the dates in a ***mask*** order because you know the idea behind it you do not have to know the,P R AA P ER,"['proper', 'proffer', 'pop', 'cropper', 'pauper', 'props', 'propped', 'dropper', 'papa', 'poppa']","['dropper', 'prosper', 'propter', 'cropper', 'propped', 'popper', 'proper']","['pauper', 'dropper', 'poppa', 'props', 'prosper', 'pop', 'propter', 'papa', 'cropper', 'proffer', 'propped', 'popper', 'proper']","['proper', 'cropper', 'dropper', 'propped', 'poppa', 'pop', 'props', 'papa', 'proffer', 'pauper']","['proper', 'cropper', 'dropper', 'propped', 'prosper', 'popper', 'propter']","['proper', 'cropper', 'dropper', 'propped', 'prosper', 'poppa', 'pop', 'popper', 'props', 'papa', 'propter', 'proffer', 'pauper']"
necessarly,necessary,the way the communism devloped and the ideas differed are helpful later on but not ***mask*** to sum up facts and ideas have got their place but the empasis should lie,N EH S AH S AA R L IY,"['necessarily', 'necessary']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']","['necessary', 'necessarily']"
empasis,emphasis,but not necessarly to sum up facts and ideas have got their place but the ***mask*** should lie on the ideas,EH M P AH S AH S,"['emphasis', 'impetus', 'empson', 'pegasus', 'genesis']",['emphasis'],"['pegasus', 'impetus', 'genesis', 'empson', 'emphasis']","['emphasis', 'impetus', 'genesis', 'empson', 'pegasus']",['emphasis'],"['emphasis', 'impetus', 'genesis', 'empson', 'pegasus']"
devloped,developed,human being to know the problems of communism the facts of the way the communism ***mask*** and the ideas differed are helpful later on but not necessarly to sum up facts,D IH V L OW P T,"['developed', 'develop', 'devote']",['developed'],"['devote', 'develop', 'developed']","['developed', 'develop', 'devote']",['developed'],"['developed', 'develop', 'devote']"
