Error,Correction,Masked Context,Phoneme Seq,S-Capade Candidates,PySpell Candidates,Combined Candidates,S-Capade Ranked,PySpell Ranked,Combined Ranked
cigaratte,cigarette,it is very important to make advertisement for example a ***mask*** company has a product which has a really small difference,S IH G ER AE T,"['ziggurat', 'begat', 'signet', 'sigurd']",['cigarette'],"['begat', 'sigurd', 'ziggurat', 'signet', 'cigarette']","['signet', 'ziggurat', 'sigurd', 'begat']",['cigarette'],"['cigarette', 'signet', 'ziggurat', 'sigurd', 'begat']"
enouth,enough,new york and sleeping in a beautiful hotels okay fair ***mask*** not everybody is looking for that but as mentioned in,IH N AW TH,"['renown', 'mouth', 'neth', 'unearth', 'louth', 'south', 'noun', 'inning', 'snout', 'enough']",['enough'],"['unearth', 'noun', 'south', 'neth', 'enough', 'louth', 'mouth', 'renown', 'snout', 'inning']","['enough', 'neth', 'south', 'mouth', 'renown', 'louth', 'inning', 'noun', 'snout', 'unearth']",['enough'],"['enough', 'neth', 'south', 'mouth', 'renown', 'louth', 'inning', 'noun', 'snout', 'unearth']"
standarts,standards,friendships a rewarding job familiy sexual life inner peace living ***mask*** and peace in general as impacts on howmuch you enjoy,S T AE N D AA R T S,['standouts'],['standards'],"['standouts', 'standards']",['standouts'],['standards'],"['standards', 'standouts']"
retaired,retired,anymore so you always will look forwards till you get ***mask*** for finally spending your over years earned money but then,R IY T EH R D,"['retired', 'retard', 'repaired', 'retell', 'stared', 'retailed', 'retired', 'retort', 'retired', 'retained']","['retailed', 'repaired', 'retained', 'retired']","['retailed', 'retard', 'retired', 'repaired', 'retained', 'retort', 'stared', 'retell']","['retired', 'repaired', 'retard', 'retort', 'retell', 'retained', 'retailed', 'stared']","['retired', 'repaired', 'retained', 'retailed']","['retired', 'repaired', 'retard', 'retort', 'retell', 'retained', 'retailed', 'stared']"
sportsteam,sports team,virtual community to get involved in stuff like promoting their ***mask*** building websites to promote ideals setting up agendas appointments discussing,S P AO R T S T IY M,"['sportsman', 'sportsmen']","['sportster', 'sportswear']","['sportster', 'sportswear', 'sportsmen', 'sportsman']","['sportsmen', 'sportsman']","['sportster', 'sportswear']","['sportster', 'sportswear', 'sportsmen', 'sportsman']"
communites,communities,people virtually but one the other hands there are obvious ***mask*** in the internet that communicate and help each other these,K AA M Y AH N AY T S,"['communists', 'communist']","['communities', 'communitel', 'communitas']","['communists', 'communist', 'communities', 'communitel', 'communitas']","['communists', 'communist']","['communities', 'communitel', 'communitas']","['communities', 'communitas', 'communitel', 'communists', 'communist']"
critisized,criticized,the fun generation has been ***mask*** a lot in the recent years elderly people complain,K R IH T IH S AY Z D,"['criticized', 'criticize', 'criticizes', 'criticizing']",['criticized'],"['criticize', 'criticizing', 'criticizes', 'criticized']","['criticized', 'criticizing', 'criticize', 'criticizes']",['criticized'],"['criticized', 'criticizing', 'criticize', 'criticizes']"
coummunities,communities,setting up agendas appointments discussing political issues in certain online ***mask*** and of course to chat with each other the internet,K UW M Y UW N IH T IY Z,"['communities', 'communities', 'community', 'immunities']",['communities'],"['communities', 'community', 'immunities']","['communities', 'community', 'immunities']",['communities'],"['communities', 'community', 'immunities']"
knowledege,knowledge,is also very important to have a wide variety of ***mask*** and to be moreover flexible of course some vacancies in,N AA L IH D IH JH,['knowledge'],['knowledge'],['knowledge'],['knowledge'],['knowledge'],['knowledge']
vatriety,variety,is very common today that people occupy only a small ***mask*** of subjects such people are called isle people in germany,V AH T R AY AH T IY,[],['variety'],['variety'],[],['variety'],['variety']
challengend,challenged,human beeing is such a complex construct that must be ***mask*** often people should be flexible regarding different subjects to maintain,CH AE L AH N JH EH N D,['challenged'],['challenged'],['challenged'],['challenged'],['challenged'],['challenged']
speical,special,a lot of money by avoiding plumbers or any other ***mask*** workers in reference to the job situation in my country,S P AY K AH L,"['spackle', 'speckle', 'spinal', 'spiral', 'sparkle', 'cycle', 'spiking', 'spiked', 'spittle', 'spoken']",['special'],"['special', 'spoken', 'spackle', 'speckle', 'spiked', 'spittle', 'spinal', 'cycle', 'sparkle', 'spiral', 'spiking']","['spiking', 'spittle', 'cycle', 'spackle', 'spoken', 'spiral', 'spiked', 'speckle', 'sparkle', 'spinal']",['special'],"['special', 'spiking', 'spittle', 'cycle', 'spackle', 'spoken', 'spiral', 'spiked', 'speckle', 'sparkle', 'spinal']"
finallly,finally,different spaces of business so why do you do so ***mask*** i draw the conclusion that wide knowledge is not only,F AY N AH L IY,"['finally', 'finals', 'finley', 'finale', 'final', 'finely', 'family', 'binary', 'connolly', 'finery']",['finally'],"['finery', 'family', 'binary', 'finals', 'finale', 'finely', 'finally', 'finley', 'final', 'connolly']","['finally', 'finely', 'family', 'final', 'finale', 'finals', 'binary', 'connolly', 'finley', 'finery']",['finally'],"['finally', 'finely', 'family', 'final', 'finale', 'finals', 'binary', 'connolly', 'finley', 'finery']"
drinving,driving,and safe the environment at the same time so that ***mask*** a car will be more attractive than nowadays another argument,D R IH N V IH NG,"['denying', 'drinking', 'drenching', 'reserving', 'driving', 'cringing', 'dribbling', 'dinning', 'drizzling', 'drifting']","['drinking', 'driving']","['drinking', 'drenching', 'drifting', 'reserving', 'dinning', 'dribbling', 'denying', 'cringing', 'drizzling', 'driving']","['driving', 'drinking', 'drifting', 'cringing', 'drenching', 'dribbling', 'drizzling', 'denying', 'dinning', 'reserving']","['driving', 'drinking']","['driving', 'drinking', 'drifting', 'cringing', 'drenching', 'dribbling', 'drizzling', 'denying', 'dinning', 'reserving']"
monopol,monopoly,oil resources and the fact that there is nearly a ***mask*** on fuel which allows the producers to fix the price,M AA N AH P AO L,"['monopole', 'monocle', 'monologue', 'monopoles', 'monotype', 'monolith', 'nepal']","['monopoly', 'monopole']","['monopole', 'nepal', 'monolith', 'monopoly', 'monotype', 'monocle', 'monopoles', 'monologue']","['monopole', 'monolith', 'monotype', 'monocle', 'monopoles', 'monologue', 'nepal']","['monopoly', 'monopole']","['monopoly', 'monopole', 'monopoles', 'monolith', 'monotype', 'monocle', 'monologue', 'nepal']"
thory,theory,future there will be also better inventions which support these ***mask*** people will invent new cars which are more comfortible cheaper,TH AO R IY,"['thorough', 'theory', 'tory', 'tori', 'thorpe', 'thorp', 'gory', 'gorey', 'dory', 'thorn']","['thorn', 'thorp', 'theory', 'thorny', 'thor', 'thora', 'tory']","['thorn', 'gory', 'thora', 'dory', 'tori', 'thor', 'theory', 'thorp', 'thorny', 'thorough', 'gorey', 'thorpe', 'tory']","['theory', 'dory', 'gory', 'tori', 'thorough', 'thorp', 'tory', 'thorpe', 'gorey', 'thorn']","['theory', 'thorp', 'thor', 'thora', 'tory', 'thorn', 'thorny']","['theory', 'dory', 'gory', 'tori', 'thorough', 'thorp', 'thor', 'thora', 'tory', 'thorpe', 'gorey', 'thorn', 'thorny']"
comfortible,comfortable,these thory people will invent new cars which are more ***mask*** cheaper and safe the environment at the same time so,K AH M F ER T AH B AH L,"['comfortable', 'compatible', 'convertible', 'comfortably', 'uncomfortable']",['comfortable'],"['comfortably', 'convertible', 'uncomfortable', 'comfortable', 'compatible']","['comfortably', 'comfortable', 'compatible', 'uncomfortable', 'convertible']",['comfortable'],"['comfortably', 'comfortable', 'compatible', 'uncomfortable', 'convertible']"
anylonger,any longer,on our environment which permit the people to drive cars ***mask***,EH N IY L AO NG ER,[],['any longer'],['any longer'],[],['any longer'],['any longer']
houer,hour,train to school it would take me more than one ***mask*** i would spent one houer on the way to school,HH AW ER,"['howl', 'house', 'higher', 'hire', 'cower', 'gower', 'dour', 'tower', 'bauer', 'bower']","['heuer', 'homer', 'hover', 'hauer', 'hour']","['hover', 'hire', 'gower', 'bower', 'higher', 'heuer', 'house', 'cower', 'howl', 'tower', 'dour', 'homer', 'hauer', 'bauer', 'hour']","['gower', 'cower', 'dour', 'house', 'bower', 'howl', 'tower', 'hire', 'higher', 'bauer']","['hour', 'heuer', 'hauer', 'homer', 'hover']","['hour', 'gower', 'cower', 'dour', 'house', 'heuer', 'hauer', 'bower', 'howl', 'tower', 'hire', 'homer', 'higher', 'hover', 'bauer']"
workless,wordless,the cars are away we would have a lot of ***mask*** poeple if i just think about how many peole work,W ER K L AH S,"['worthless', 'wordless', 'wallace', 'witless', 'luckless', 'workload', 'nicholas', 'nicklaus', 'weightless', 'weakness']",['workless'],"['wordless', 'wallace', 'worthless', 'nicholas', 'weightless', 'workless', 'luckless', 'witless', 'workload', 'nicklaus', 'weakness']","['workload', 'luckless', 'worthless', 'nicklaus', 'wordless', 'weightless', 'weakness', 'nicholas', 'witless', 'wallace']",['workless'],"['workless', 'workload', 'luckless', 'worthless', 'nicklaus', 'wordless', 'weightless', 'weakness', 'nicholas', 'witless', 'wallace']"
unimaginale,unimaginable,many peole work in the car industry that is quiet ***mask*** because that are so a lot in reason of all,Y UW N IH M AE JH IH N EY L,[],['unimaginable'],['unimaginable'],[],['unimaginable'],['unimaginable']
explaind,explain,facts and my own opion which i also tried to ***mask*** about i think we would have everytime somethink like a,IH K S P L EY N D,"['explained', 'explains', 'explain', 'exclaimed', 'explored', 'explaining', 'expend', 'explode', 'expand', 'complained']","['explained', ""explain'"", 'explains', 'explain']","[""explain'"", 'explains', 'expend', 'explain', 'complained', 'explaining', 'expand', 'exclaimed', 'explored', 'explained', 'explode']","['explain', 'expand', 'complained', 'explained', 'explode', 'explains', 'explaining', 'expend', 'exclaimed', 'explored']","[""explain'"", 'explain', 'explained', 'explains']","[""explain'"", 'explain', 'expand', 'complained', 'explained', 'explode', 'explains', 'explaining', 'expend', 'exclaimed', 'explored']"
opion,option,in reason of all above mentioned facts and my own ***mask*** which i also tried to explaind about i think we,OW P AY AH N,"['orion', 'open', 'opine', 'opium', 'orion', 'spine', 'epson', 'apron', 'upton', 'odeon']","['orion', 'option', 'pion', 'onion']","['orion', 'spine', 'apron', 'open', 'odeon', 'pion', 'opium', 'opine', 'epson', 'option', 'upton', 'onion']","['spine', 'odeon', 'opine', 'upton', 'apron', 'open', 'opium', 'epson', 'orion']","['option', 'onion', 'pion', 'orion']","['option', 'spine', 'onion', 'pion', 'odeon', 'opine', 'upton', 'apron', 'open', 'opium', 'epson', 'orion']"
distroyed,destroyed,we get fewer cars or vehicle because our nature is ***mask*** to much but present we do think about it to,D IH S T R OY D,"['destroyed', 'destroyer', 'destroys', 'destroyers', 'destroy', 'distraught', 'destroying', 'disturbed', 'distress', 'distilled']",['destroyed'],"['destroys', 'destroying', 'disturbed', 'destroy', 'destroyers', 'destroyed', 'distraught', 'destroyer', 'distilled', 'distress']","['destroyed', 'disturbed', 'destroying', 'destroy', 'distilled', 'destroys', 'destroyer', 'distraught', 'destroyers', 'distress']",['destroyed'],"['destroyed', 'disturbed', 'destroying', 'destroy', 'distilled', 'destroys', 'destroyer', 'distraught', 'destroyers', 'distress']"
mentiond,mention,do think about it to solve this problem like a ***mask*** above already we develop new and better cars with less,M EH N SH AH N D,"['mentioned', 'mentions', 'mention', 'mainland', 'pensioner', 'mentioning', 'pensions', 'sectioned', 'attention', 'mansion']","['mentioned', 'mentions', 'mention']","['mainland', 'attention', 'mention', 'pensioner', 'pensions', 'sectioned', 'mentioned', 'mentioning', 'mansion', 'mentions']","['mentioned', 'mention', 'sectioned', 'mentioning', 'mansion', 'mentions', 'pensioner', 'mainland', 'attention', 'pensions']","['mentioned', 'mention', 'mentions']","['mentioned', 'mention', 'sectioned', 'mentioning', 'mansion', 'mentions', 'pensioner', 'mainland', 'attention', 'pensions']"
puplic,public,almost every time by car indeed we can use a ***mask*** vehicle like a bus or a train too but in,P AH P L IH K,"['public', 'peptic', 'poplin', 'purplish', 'publish', 'coupling', 'puzzling', 'puppet', 'uptick', 'pelvic']",['public'],"['pelvic', 'poplin', 'coupling', 'peptic', 'uptick', 'purplish', 'public', 'puppet', 'publish', 'puzzling']","['public', 'coupling', 'poplin', 'pelvic', 'uptick', 'purplish', 'puzzling', 'puppet', 'peptic', 'publish']",['public'],"['public', 'coupling', 'poplin', 'pelvic', 'uptick', 'purplish', 'puzzling', 'puppet', 'peptic', 'publish']"
phytagoras,pythagoras,development also in mathematics if you not able to understand ***mask*** or it makes no sense to goon for deeper knowledge,F AY T AH G AO R AA S,[],['pythagoras'],['pythagoras'],[],['pythagoras'],['pythagoras']
controverse,controversy,life that you can enjoy therefore it is a very ***mask*** topic to be discussed if young people enjoy life more,K AA N T R AH V ER S,"['controversy', 'contravene', 'controversies']",['controversy'],"['controversies', 'contravene', 'controversy']","['controversy', 'controversies', 'contravene']",['controversy'],"['controversy', 'controversies', 'contravene']"
travelles,travels ,a group of older people twice a year this group ***mask*** to places in europe by bus they do go hiking,T R AH V EH L Z,"['travails', 'troubles', 'truffles', 'travels', 'propels', 'trifles', 'travail', 'trickles', 'triples', 'trials']","['traveller', 'travelled', 'travellers']","['travels', 'trials', 'traveller', 'propels', 'travail', 'triples', 'troubles', 'travails', 'trifles', 'truffles', 'travelled', 'travellers', 'trickles']","['travels', 'troubles', 'trifles', 'trickles', 'trials', 'travail', 'travails', 'truffles', 'triples', 'propels']","['travelled', 'travellers', 'traveller']","['travels', 'travelled', 'travellers', 'traveller', 'troubles', 'trifles', 'trickles', 'trials', 'travail', 'travails', 'truffles', 'triples', 'propels']"
translater,translator,good in speeches you could become a teacher or a ***mask*** if you are really brilliant in math physics geography history,T R AE N S L EY T ER,"['translator', 'translator', 'translate', 'translates', 'translates', 'translate', 'translators', 'transmitter', 'translated', 'translating']","['translator', 'translated', 'translate', 'translates']","['transmitter', 'translators', 'translating', 'translates', 'translator', 'translated', 'translate']","['translator', 'transmitter', 'translate', 'translating', 'translators', 'translates', 'translated']","['translator', 'translate', 'translates', 'translated']","['translator', 'transmitter', 'translate', 'translating', 'translators', 'translates', 'translated']"
hundrets,hundreds,ask someone else today there are no universal genius anymore ***mask*** of years ago there were some guys who knew very,HH AH N D R AH T S,"['hundreds', 'hundredth', 'underwrites', 'hindrance', 'undercuts', 'honduras', 'hundredths', 'hundred', 'wondrous', 'conducts']",['hundreds'],"['hundredths', 'hundred', 'hundreds', 'undercuts', 'hundredth', 'conducts', 'hindrance', 'wondrous', 'underwrites', 'honduras']","['hundreds', 'hundredths', 'hundred', 'hundredth', 'undercuts', 'underwrites', 'wondrous', 'hindrance', 'honduras', 'conducts']",['hundreds'],"['hundreds', 'hundredths', 'hundred', 'hundredth', 'undercuts', 'underwrites', 'wondrous', 'hindrance', 'honduras', 'conducts']"
mainpoint,main point,you are not able to work in the praxis my ***mask*** is that it would be to much work to do,M EY N P OY N T,"['gunpoint', 'pinpoint', 'midpoint', 'endpoint']","['midpoint', 'pinpoint']","['gunpoint', 'midpoint', 'pinpoint', 'endpoint']","['endpoint', 'pinpoint', 'gunpoint', 'midpoint']","['pinpoint', 'midpoint']","['endpoint', 'pinpoint', 'gunpoint', 'midpoint']"
laisy,lazy,say that young people often are misunderstood they are neither ***mask*** nor not willing to offer their help you can find,L EY Z IY,"['lazy', 'lacey', 'lacy', 'lizzie', 'lizzy', 'laser', 'lazar', 'lady', 'maisie', 'lousy']","['daisy', 'laity', 'lais']","['lacey', 'maisie', 'lazy', 'lizzie', 'lady', 'laity', 'lacy', 'laser', 'daisy', 'lizzy', 'lazar', 'lais', 'lousy']","['lazy', 'lacey', 'lizzy', 'lady', 'lizzie', 'lazar', 'lousy', 'laser', 'maisie', 'lacy']","['laity', 'lais', 'daisy']","['lazy', 'laity', 'lais', 'lacey', 'lizzy', 'daisy', 'lady', 'lizzie', 'lazar', 'lousy', 'laser', 'maisie', 'lacy']"
knowlegde,knowledge,already been on earth causes they have a lot more ***mask*** about how things work in life they connected a wide,N AA L EH G D,"['allegra', 'legged']",['knowledge'],"['legged', 'allegra', 'knowledge']","['allegra', 'legged']",['knowledge'],"['knowledge', 'allegra', 'legged']"
charakters,characters,work in life they connected a wide range of different ***mask*** solved a lot of problems and so learned much about,K EH R IH K T ER Z,"['characters', 'characters', 'character', 'characterize', 'caricatures', 'barristers', 'collectors', 'connectors', 'caretakers', 'caricature']",['characters'],"['collectors', 'caricature', 'characterize', 'barristers', 'caretakers', 'connectors', 'characters', 'caricatures', 'character']","['characters', 'collectors', 'characterize', 'character', 'caricature', 'caricatures', 'connectors', 'barristers', 'caretakers']",['characters'],"['characters', 'collectors', 'characterize', 'character', 'caricature', 'caricatures', 'connectors', 'barristers', 'caretakers']"
freetime,free time,ten hours every day because of that they only have ***mask*** and can spend it with their family or travel in,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['freetown', 'freemen', 'freedom', 'airtime', 'anytime', 'retire', 'frito', 'freestyle', 'preterm']","['freeline', 'freebie']","['freetown', 'freeline', 'freebie', 'freemen', 'freedom', 'airtime', 'anytime', 'retire', 'frito', 'freestyle', 'preterm']"
automatical,automatic,years to possibilities we can hardly imagine today computerbased full ***mask*** systems are already a topic in research besides this it,AO T AH M AE T IH K AH L,"['automatics', 'grammatical', 'automatically', 'automatically', 'automatic']","['automatics', 'automatic', 'automatically']","['automatically', 'automatic', 'grammatical', 'automatics']","['automatic', 'automatics', 'grammatical', 'automatically']","['automatics', 'automatic', 'automatically']","['automatic', 'automatics', 'grammatical', 'automatically']"
computerbased,computerised,next twenty years to possibilities we can hardly imagine today ***mask*** full automatical systems are already a topic in research besides,K AH M P Y UW T ER B EY S T,[],['computer-based'],['computer-based'],[],['computer-based'],['computer-based']
creteria,criteria,to be flexible and therefore mobile you can reach this ***mask*** only when you have an own car furthermore we are,K R IH T IH R IY AH,"['criteria', 'eritrea', 'criterion', 'critical', 'critically', 'bacteria', 'listeria']",['criteria'],"['eritrea', 'criterion', 'critical', 'criteria', 'bacteria', 'critically', 'listeria']","['criteria', 'criterion', 'critical', 'bacteria', 'critically', 'listeria', 'eritrea']",['criteria'],"['criteria', 'criterion', 'critical', 'bacteria', 'critically', 'listeria', 'eritrea']"
becourse,because,in the ruhr area with his wife and his children ***mask*** of his wife job or his children school will have,B IH K AO R S,"['because', 'recourse', 'divorce', 'record', 'remorse', 'before', 'decor', 'intercourse', 'discourse', 'midcourse']",['recourse'],"['decor', 'midcourse', 'divorce', 'before', 'record', 'remorse', 'intercourse', 'because', 'discourse', 'recourse']","['because', 'record', 'before', 'divorce', 'discourse', 'intercourse', 'decor', 'midcourse', 'recourse', 'remorse']",['recourse'],"['because', 'record', 'before', 'divorce', 'discourse', 'intercourse', 'decor', 'midcourse', 'recourse', 'remorse']"
happes,happen,on eventhough something did not work because this is what ***mask*** all the time when you risk something sometimes it might,HH AE P S,"['hips', 'hypes', 'wraps', 'raps', 'hopes', 'hacks', 'heaps', 'hops', 'hoops', 'hance']","['nappes', 'happen', 'happens']","['heaps', 'happen', 'raps', 'hopes', 'hance', 'hypes', 'hops', 'happens', 'nappes', 'hoops', 'wraps', 'hacks', 'hips']","['hypes', 'wraps', 'hacks', 'hips', 'hopes', 'heaps', 'hops', 'raps', 'hance', 'hoops']","['happens', 'happen', 'nappes']","['happens', 'happen', 'hypes', 'wraps', 'hacks', 'hips', 'hopes', 'heaps', 'nappes', 'hops', 'raps', 'hance', 'hoops']"
eduction,education,to see people laughing again is really important for the ***mask*** of today youth you do not only need to be,IH D AH K SH AH N,"['production', 'addiction', 'diction', 'erection', 'eruption', 'reduction', 'induction', 'deduction', 'seduction', 'ejection']","['deduction', 'reduction', 'education', 'seduction']","['production', 'seduction', 'education', 'addiction', 'erection', 'eruption', 'induction', 'ejection', 'reduction', 'diction', 'deduction']","['production', 'addiction', 'reduction', 'erection', 'induction', 'eruption', 'seduction', 'ejection', 'deduction', 'diction']","['education', 'reduction', 'seduction', 'deduction']","['education', 'production', 'addiction', 'reduction', 'erection', 'induction', 'eruption', 'seduction', 'ejection', 'deduction', 'diction']"
afterwards,afterwards,after school they go to a university far away and ***mask*** they will find a job elsewhere and even that job,AE F T ER W ER D Z,['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards'],['afterwards']
perfered,prefered,less too a girl sitting at home and watching her ***mask*** afternoon soap and dealing with the problems shown there will,P ER F ER D,"['perjured', 'preferred', 'preferred', 'preferred', 'proffered', 'parade', 'offered', 'purged', 'pervert', 'pervert']","['perfected', 'pilfered', 'perfumed', 'peered', 'performed', 'petered', 'peppered', 'perfused', 'pestered', 'perverted', 'preferred']","['parade', 'perfected', 'offered', 'proffered', 'perfumed', 'peered', 'performed', 'perfused', 'pestered', 'perverted', 'pervert', 'preferred', 'purged', 'perjured', 'pilfered', 'petered', 'peppered']","['preferred', 'offered', 'pervert', 'perjured', 'parade', 'purged', 'proffered']","['perfected', 'preferred', 'pilfered', 'petered', 'perfumed', 'perfused', 'perverted', 'peered', 'performed', 'peppered', 'pestered']","['perfected', 'preferred', 'pilfered', 'petered', 'perfumed', 'offered', 'perfused', 'perverted', 'pervert', 'perjured', 'parade', 'peered', 'performed', 'purged', 'peppered', 'pestered', 'proffered']"
preferance,preference,for problems of their neighbours classmates and communities furthermore the ***mask*** of indoor activities as they are very common today such,P R EH F R AH N S,"['preference', 'preference', 'presence', 'deference', 'reference', 'preface', 'prefaced', 'reference', 'parents', 'preferences']",['preference'],"['presence', 'preface', 'deference', 'prefaced', 'reference', 'preferences', 'preference', 'parents']","['presence', 'preference', 'reference', 'preface', 'prefaced', 'parents', 'preferences', 'deference']",['preference'],"['presence', 'preference', 'reference', 'preface', 'prefaced', 'parents', 'preferences', 'deference']"
freetime,free time,person with all options but less responsibility and an interesting ***mask***,F R IY T AY M,"['freedom', 'preterm', 'freetown', 'anytime', 'airtime', 'frito', 'freestyle', 'retire', 'retire', 'freemen']","['freeline', 'freebie']","['freetown', 'retire', 'anytime', 'freeline', 'freebie', 'freemen', 'freestyle', 'freedom', 'frito', 'airtime', 'preterm']","['frito', 'airtime', 'freetown', 'freemen', 'preterm', 'retire', 'freedom', 'freestyle', 'anytime']","['freeline', 'freebie']","['frito', 'airtime', 'freetown', 'freeline', 'freebie', 'freemen', 'preterm', 'retire', 'freedom', 'freestyle', 'anytime']"
occured,occurred,i agree with the statement as i think there have ***mask*** various societal changes during the last decades which have influenced,AH K ER D,"['occurred', 'occurs', 'uttered', 'ushered', 'record', 'recurred', 'accrued', 'referred', 'accord', 'and']",['occured'],"['uttered', 'accord', 'record', 'and', 'ushered', 'occurs', 'accrued', 'referred', 'occurred', 'occured', 'recurred']","['occurred', 'and', 'ushered', 'occurs', 'referred', 'recurred', 'uttered', 'record', 'accrued', 'accord']",['occured'],"['occurred', 'occured', 'and', 'ushered', 'occurs', 'referred', 'recurred', 'uttered', 'record', 'accrued', 'accord']"
internation,international,world and its diversity this is supported by national and ***mask*** policy which is presenting attractively the advantages of going abroad,IH N T ER N EY SH AH N,"['intonation', 'intimation', 'intermission', 'intercession', 'alternation', 'interracial', 'interruption', 'interaction', 'intonations', 'enumeration']","['international', 'inter-action', 'innervation', 'integration', 'intonation', 'incarnation', 'alternation', 'interaction', 'iteration', 'intention']","['enumeration', 'inter-action', 'intonation', 'integration', 'alternation', 'interaction', 'intimation', 'interruption', 'interracial', 'intonations', 'iteration', 'intention', 'intermission', 'international', 'innervation', 'incarnation', 'intercession']","['intermission', 'intercession', 'interracial', 'interaction', 'enumeration', 'intonation', 'intonations', 'intimation', 'alternation', 'interruption']","['international', 'integration', 'inter-action', 'interaction', 'innervation', 'intonation', 'alternation', 'intention', 'iteration', 'incarnation']","['international', 'integration', 'intermission', 'inter-action', 'intercession', 'interracial', 'interaction', 'innervation', 'enumeration', 'intonation', 'intonations', 'intimation', 'alternation', 'intention', 'iteration', 'interruption', 'incarnation']"
scientic,scientific,its products are not only delicious but also very healthy ***mask*** studies however have found that the fast food culture is,S AY EH N T IH K,"['scientists', 'authentic', 'psychotic', 'authentic', 'celtic', 'septic', 'scientists', 'scented', 'splenic']",['scientia'],"['scented', 'authentic', 'celtic', 'scientists', 'psychotic', 'septic', 'scientia', 'splenic']","['scientists', 'authentic', 'splenic', 'celtic', 'psychotic', 'scented', 'septic']",['scientia'],"['scientists', 'authentic', 'splenic', 'celtic', 'scientia', 'psychotic', 'scented', 'septic']"
richtest,richest,helped the founders of google to become two of the ***mask*** people in the world in a remarkably short period of,R IH K T AH S T,"['request', 'recurrent', 'artist', 'fittest', 'sickest', 'richest', 'darkest', 'trickiest', 'riskiest', 'remotest']",['richest'],"['darkest', 'recurrent', 'artist', 'remotest', 'request', 'sickest', 'trickiest', 'richest', 'riskiest', 'fittest']","['richest', 'darkest', 'sickest', 'fittest', 'artist', 'remotest', 'riskiest', 'trickiest', 'request', 'recurrent']",['richest'],"['richest', 'darkest', 'sickest', 'fittest', 'artist', 'remotest', 'riskiest', 'trickiest', 'request', 'recurrent']"
overweighted,overweight,of the most significant reasons for the enourmous increase in ***mask*** people in the united states unfortunately many people are not,OW V ER W EY T IH D,"['overrated', 'overheated', 'overstated', 'overweight']",['overweight'],"['overweight', 'overheated', 'overrated', 'overstated']","['overweight', 'overheated', 'overrated', 'overstated']",['overweight'],"['overweight', 'overheated', 'overrated', 'overstated']"
procuced,produced,will produce another example of misleading advertisements are the spots ***mask*** by the banking industry many large investment bank promise prospective,P R OW K Y UW S T,[],"['procured', 'produced']","['procured', 'produced']",[],"['produced', 'procured']","['produced', 'procured']"
instituions,institutions,market in stocks has shown that none of those financial ***mask*** was able to life up to their promises in conclusion,IH N S T IH T UW AH N Z,"['institutions', 'institution']",['institutions'],"['institutions', 'institution']","['institutions', 'institution']",['institutions'],"['institutions', 'institution']"
citys,cities,car anymore because most of the people live in big ***mask*** or towns in citys everything ist close to you like,S IH T IY Z,"['cities', 'series', 'ceres', 'sitters', 'ditties', 'sorties', 'pretties', 'citrine', 'stays', 'saudis']","['cites', 'city']","['stays', 'cities', 'pretties', 'ceres', 'cites', 'citrine', 'sitters', 'saudis', 'series', 'ditties', 'sorties', 'city']","['cities', 'stays', 'series', 'sorties', 'saudis', 'citrine', 'sitters', 'ditties', 'pretties', 'ceres']","['city', 'cites']","['cities', 'city', 'cites', 'stays', 'series', 'sorties', 'saudis', 'citrine', 'sitters', 'ditties', 'pretties', 'ceres']"
oilprices,oil prices,rare in the future on earth because of that the ***mask*** will raise up so that not everybody is rich enough,OY L P R AY S IH Z,['prices'],['oilprices'],"['oilprices', 'prices']",['prices'],['oilprices'],"['prices', 'oilprices']"
expencive,expensive,so that not everybody is rich enough to buy the ***mask*** oil for their cars also i have the opinion that,IH K S P EH N S IH V,"['expensive', 'expansive', 'expenses', 'extensive', 'expanses', 'expended', 'expressive', 'explosive', 'responsive', 'expresses']",['expensive'],"['expended', 'expenses', 'expresses', 'expansive', 'extensive', 'expensive', 'expressive', 'responsive', 'expanses', 'explosive']","['expensive', 'extensive', 'explosive', 'expenses', 'expansive', 'expressive', 'expended', 'responsive', 'expanses', 'expresses']",['expensive'],"['expensive', 'extensive', 'explosive', 'expenses', 'expansive', 'expressive', 'expended', 'responsive', 'expanses', 'expresses']"
simultanously,simultaneously,money this is very few time to study two subjects ***mask*** for instace i have a friend for example who studies,S AY M AH L T AH N AH S L IY,['simultaneously'],['simultaneously'],['simultaneously'],['simultaneously'],['simultaneously'],['simultaneously']
